,Team,EFG,FTFGA,ORB,TOV,Won
0,maryland-eastern-shore,0.584905660377,0.22641509434,0.733333333333,0.161637931034,1
1,maryland-eastern-shore,0.485507246377,0.231884057971,0.846153846154,0.102645985401,1
2,maryland-eastern-shore,0.5,0.184615384615,0.666666666667,0.133171912833,1
3,maryland-eastern-shore,0.481132075472,0.245283018868,0.888888888889,0.115340253749,1
4,maryland-eastern-shore,0.578431372549,0.274509803922,0.857142857143,0.235355648536,1
5,maryland-eastern-shore,0.616279069767,0.279069767442,0.851851851852,0.243902439024,1
6,maryland-eastern-shore,0.419642857143,0.142857142857,0.677419354839,0.138580931264,1
7,maryland-eastern-shore,0.303921568627,0.274509803922,0.870967741935,0.225,1
8,maryland-eastern-shore,0.61,0.18,0.612903225806,0.173812282735,1
9,maryland-eastern-shore,0.621951219512,0.634146341463,0.8,0.256479481641,1
10,maryland-eastern-shore,0.630434782609,0.282608695652,0.733333333333,0.217643644806,1
11,maryland-eastern-shore,0.555555555556,0.259259259259,0.857142857143,0.114416475973,1
12,maryland-eastern-shore,0.545454545455,0.109090909091,0.909090909091,0.164024056862,1
13,maryland-eastern-shore,0.442857142857,0.1,0.741935483871,0.0950570342205,1
14,maryland-eastern-shore,0.540816326531,0.326530612245,0.913043478261,0.133848899465,1
15,maryland-eastern-shore,0.556603773585,0.150943396226,0.892857142857,0.180155210643,1
16,maryland-eastern-shore,0.551020408163,0.224489795918,0.875,0.234159779614,1
17,maryland-eastern-shore,0.5,0.327272727273,0.69696969697,0.123626373626,1
18,maryland-eastern-shore,0.548076923077,0.192307692308,0.703703703704,0.145772594752,1
19,maryland-eastern-shore,0.531914893617,0.382978723404,0.771428571429,0.203031943692,1
20,maryland-eastern-shore,0.551020408163,0.183673469388,0.774193548387,0.111040609137,1
21,maryland-eastern-shore,0.69387755102,0.244897959184,0.888888888889,0.150421179302,1
22,maryland-eastern-shore,0.479166666667,0.25,0.810810810811,0.202780996524,1
23,maryland-eastern-shore,0.51,0.28,0.827586206897,0.146284376829,1
24,maryland-eastern-shore,0.490384615385,0.326923076923,0.78125,0.110619469027,1
25,maryland-eastern-shore,0.5,0.407407407407,0.814814814815,0.16033547114,1
26,maryland-eastern-shore,0.429824561404,0.0701754385965,0.76,0.145433391507,0
27,maryland-eastern-shore,0.419642857143,0.214285714286,0.666666666667,0.193298969072,0
28,maryland-eastern-shore,0.467741935484,0.129032258065,0.909090909091,0.14375326712,0
29,maryland-eastern-shore,0.384615384615,0.0461538461538,0.833333333333,0.204032645223,0
30,southern-california,0.466666666667,0.166666666667,0.648648648649,0.154400411734,1
31,southern-california,0.530769230769,0.276923076923,0.666666666667,0.164041994751,1
32,southern-california,0.379310344828,0.344827586207,0.793103448276,0.136747886624,1
33,southern-california,0.478571428571,0.257142857143,0.697674418605,0.119565217391,1
34,southern-california,0.5,0.147540983607,0.709677419355,0.170648464164,1
35,southern-california,0.612068965517,0.258620689655,0.631578947368,0.130958617077,1
36,southern-california,0.523076923077,0.461538461538,0.641025641026,0.193274062621,1
37,southern-california,0.431034482759,0.431034482759,0.682926829268,0.173130193906,1
38,southern-california,0.618644067797,0.118644067797,0.710526315789,0.182958703607,1
39,southern-california,0.450980392157,0.254901960784,0.833333333333,0.0782227784731,1
40,southern-california,0.483050847458,0.101694915254,0.461538461538,0.191326530612,1
41,southern-california,0.538461538462,0.123076923077,0.8,0.166112956811,1
42,southern-california,0.416666666667,0.333333333333,0.815789473684,0.193181818182,1
43,southern-california,0.620967741935,0.0967741935484,0.875,0.174129353234,1
44,southern-california,0.565573770492,0.262295081967,0.681818181818,0.113579000505,1
