Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
332,Wagner,32,22,10,0.688,-4.45,-10.42,13,5,13,4,9,6,2256,2047,,1285,683,1677,0.407,180,554,0.325,501,738,0.679,306,1037,354,178,108,454,602
333,Wake Forest,31,11,20,0.355,5.79,10.79,2,16,6,9,3,9,2295,2450,,1250,847,1923,0.44,209,626,0.334,547,742,0.737,367,1142,390,247,121,339,652
334,Washington State,31,9,22,0.29,0.93,8.4,1,17,8,9,0,10,2187,2394,,1260,836,1886,0.443,210,586,0.358,512,699,0.732,333,1107,380,210,95,333,524
335,Washington,32,18,14,0.563,12.15,8.56,9,9,12,5,3,6,2668,2553,,1305,870,2035,0.428,196,600,0.327,617,905,0.682,460,1355,406,197,122,522,738
336,Weber State,34,26,8,0.765,0.28,-5.78,15,3,13,1,6,7,2609,2273,,1380,850,2051,0.414,195,562,0.347,378,567,0.667,325,1127,344,197,55,369,715
337,West Virginia,34,26,8,0.765,22.9,10.31,13,5,13,2,7,4,2693,2265,,1370,709,1658,0.428,199,599,0.332,648,909,0.713,295,1045,359,229,125,617,787
338,Western Carolina,33,16,17,0.485,-4.53,-1.13,10,8,12,2,3,14,2405,2411,,1345,802,1852,0.433,236,693,0.341,571,805,0.709,368,1187,428,228,121,493,680
339,Western Illinois,27,10,17,0.37,-5.97,-1.1,3,13,7,6,3,11,1904,1914,,1080,647,1508,0.429,176,475,0.371,444,621,0.715,251,943,318,170,76,303,488
340,Western Kentucky,34,18,16,0.529,-1.22,-0.81,8,10,12,4,3,9,2620,2586,,1385,949,2091,0.454,280,742,0.377,408,617,0.661,363,1128,493,219,98,365,652
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
341,Western Michigan,32,13,19,0.406,-1.83,0.31,7,11,10,5,2,12,2342,2352,,1310,804,1824,0.441,264,754,0.35,480,690,0.696,286,1097,430,187,116,388,683
342,Wichita State,32,24,8,0.75,16.61,2.9,16,2,14,1,9,3,2343,1896,,1290,602,1566,0.384,187,577,0.324,505,705,0.716,260,1051,292,150,94,492,657
343,William &amp; Mary,31,20,11,0.645,5.86,1.59,11,7,12,3,7,7,2384,2205,,1250,798,1895,0.421,251,769,0.326,358,516,0.694,319,1075,403,182,108,330,598
344,Winthrop,32,23,9,0.719,-1.04,-5.31,13,5,14,1,7,7,2631,2429,,1280,870,2051,0.424,226,669,0.338,463,651,0.711,407,1202,366,196,102,375,653
345,Wisconsin,32,20,12,0.625,13.49,9.18,12,6,13,5,6,5,2204,2066,,1290,732,1705,0.429,189,499,0.379,413,585,0.706,294,1017,340,169,106,390,653
346,Wofford,32,15,17,0.469,-3.43,-2.03,11,7,11,2,4,14,2296,2295,,1295,826,1699,0.486,177,502,0.353,466,682,0.683,254,1005,379,192,100,370,607
347,Wright State,35,22,13,0.629,0.21,-1.73,13,5,13,2,5,9,2399,2303,,1405,745,1768,0.421,206,627,0.329,607,846,0.717,294,1215,373,176,114,488,622
348,Wyoming,32,14,18,0.438,0.08,2.18,7,11,10,6,4,8,2294,2302,,1295,787,1826,0.431,239,682,0.35,489,701,0.698,340,1181,371,186,71,346,709
349,Xavier,32,27,5,0.844,18.74,8.43,14,4,15,1,8,3,2603,2273,,1280,787,1894,0.416,241,766,0.315,458,651,0.704,319,1073,435,195,111,451,739
350,Yale,28,22,6,0.786,8.62,-2.34,13,1,12,0,9,6,2105,1768,,1125,625,1536,0.407,166,525,0.316,352,506,0.696,237,821,311,187,98,347,599
351,Youngstown State,32,11,21,0.344,-10.83,-0.83,6,12,6,8,3,11,2437,2682,,1305,984,2094,0.47,256,756,0.339,458,661,0.693,396,1336,557,209,107,407,560
