Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
58,Clemson,31,17,14,0.548,12.22,7.06,10,8,13,4,3,8,2159,1999,,1250,753,1725,0.437,238,678,0.351,415,574,0.723,320,1072,411,179,162,313,511
59,Cleveland State,32,9,23,0.281,-9.12,0.14,4,14,5,9,3,10,1947,2169,,1285,704,1746,0.403,174,537,0.324,365,538,0.678,338,1061,327,196,87,458,670
60,Coastal Carolina,29,18,11,0.621,-1.66,-4.39,12,6,11,3,7,5,2167,1953,,1165,770,1672,0.461,214,620,0.345,413,619,0.667,326,1132,358,173,91,357,511
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
61,Colgate,30,13,17,0.433,-8.4,-5.85,9,9,8,4,5,13,2093,2145,,1220,747,1673,0.447,267,718,0.372,332,488,0.68,280,951,398,184,72,362,583
62,College of Charleston,31,17,14,0.548,2.66,0.32,8,10,10,5,6,8,2028,1921,,1250,722,1718,0.42,206,595,0.346,378,567,0.667,339,1090,361,222,75,392,620
63,Colorado State,34,18,16,0.529,2.25,1.47,8,10,12,5,3,8,2700,2626,,1400,878,2067,0.425,326,896,0.364,618,861,0.718,441,1359,455,131,77,394,657
64,Colorado,33,22,11,0.667,12.61,7.86,10,8,16,1,4,7,2509,2333,,1330,842,1978,0.426,250,637,0.392,575,778,0.739,436,1399,453,172,164,439,616
65,Columbia,31,21,10,0.677,2.35,-2.58,10,4,14,4,7,6,2362,2146,,1255,798,1758,0.454,293,783,0.374,473,665,0.711,318,1086,450,198,105,336,592
66,Connecticut,34,24,10,0.706,16.13,5.81,11,7,14,3,6,4,2496,2145,,1380,900,1958,0.46,239,660,0.362,457,581,0.787,322,1239,470,195,170,374,612
67,Coppin State,31,9,22,0.29,-15.36,-5.67,6,10,5,7,3,14,2240,2497,,1280,741,1933,0.383,238,715,0.333,520,737,0.706,406,1144,348,174,91,406,666
68,Cornell,28,10,18,0.357,-9.59,-1.07,3,11,5,8,5,10,1992,2193,,1130,703,1674,0.42,233,682,0.342,353,542,0.651,244,910,302,217,107,371,563
69,Creighton,32,18,14,0.563,13.03,6.5,9,9,12,5,4,8,2546,2337,,1280,892,1904,0.468,262,744,0.352,500,712,0.702,299,1169,490,195,100,367,609
70,Dartmouth,28,10,18,0.357,-5.57,-3.27,4,10,8,6,2,12,1992,1989,,1130,700,1606,0.436,156,458,0.341,436,603,0.723,336,1005,367,192,48,402,569
71,Davidson,32,20,12,0.625,5.96,5.02,10,8,15,1,3,9,2534,2492,,1285,868,1960,0.443,304,859,0.354,494,650,0.76,307,1126,482,150,100,324,548
72,Dayton,32,25,7,0.781,12.09,4.72,14,4,14,3,8,2,2342,2106,,1295,818,1780,0.46,215,621,0.346,491,730,0.673,317,1237,469,189,142,416,610
73,Delaware State,32,7,25,0.219,-20.58,-6.55,5,11,6,7,1,17,1980,2336,,1290,710,1815,0.391,230,698,0.33,330,536,0.616,340,1063,367,173,93,442,635
74,Delaware,30,7,23,0.233,-8.48,0.99,2,16,5,7,2,15,1986,2270,,1205,669,1663,0.402,168,517,0.325,480,701,0.685,330,1132,319,108,87,357,535
75,Denver,31,16,15,0.516,-3.12,-3.03,7,9,8,7,6,6,2021,2024,,1240,689,1449,0.476,235,613,0.383,408,530,0.77,168,781,443,198,71,400,593
76,DePaul,31,9,22,0.29,0.66,8.17,3,15,5,9,3,10,2092,2325,,1245,752,1691,0.445,168,490,0.343,420,618,0.68,317,1059,366,150,95,458,687
77,Detroit Mercy,31,16,15,0.516,-2.39,-0.76,9,9,11,4,4,10,2595,2567,,1245,898,1929,0.466,244,651,0.375,555,795,0.698,373,1169,409,213,133,422,706
78,Drake,31,7,24,0.226,-5.21,0.85,2,16,5,9,0,12,2093,2230,,1255,736,1639,0.449,215,559,0.385,406,562,0.722,253,1043,378,116,65,417,559
79,Drexel,31,6,25,0.194,-5.14,2.17,3,15,3,9,2,12,1958,2183,,1245,677,1721,0.393,170,517,0.329,434,634,0.685,324,1022,384,141,108,344,676
80,Duke,33,23,10,0.697,20.06,10.66,11,7,15,3,5,4,2688,2378,,1330,905,1973,0.459,306,791,0.387,572,792,0.722,404,1198,443,212,136,323,548
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
81,Duquesne,32,16,16,0.5,1.68,1.55,6,12,9,6,4,7,2512,2483,,1290,891,1944,0.458,301,830,0.363,429,626,0.685,327,1253,496,153,121,443,634
82,East Carolina,32,12,20,0.375,-0.17,3.42,4,14,8,8,3,10,2186,2301,,1305,761,1790,0.425,232,683,0.34,432,620,0.697,320,1093,486,183,64,424,536
83,East Tennessee State,34,23,11,0.676,-0.95,-2.36,14,4,13,2,8,8,2644,2500,,1375,924,1998,0.462,271,718,0.377,525,738,0.711,357,1214,417,229,126,429,684
84,Eastern Illinois,30,13,17,0.433,-8.19,-3.37,9,7,9,5,4,9,2145,2213,,1220,764,1737,0.44,232,664,0.349,385,587,0.656,299,1002,417,177,68,364,583
85,Eastern Kentucky,31,15,16,0.484,-3.34,-3.67,6,10,10,6,5,10,2497,2453,,1240,864,1760,0.491,258,653,0.395,511,700,0.73,274,1004,495,218,95,457,665
86,Eastern Michigan,33,18,15,0.545,0.11,1.49,9,9,14,3,4,11,2553,2460,,1330,875,1961,0.446,187,602,0.311,616,854,0.721,386,1194,379,312,122,423,674
87,Eastern Washington,32,17,15,0.531,-4.45,-6.38,10,8,10,2,5,11,2620,2460,,1280,911,1862,0.489,329,861,0.382,469,688,0.682,299,1061,424,195,122,366,627
88,Elon,32,16,16,0.5,-0.4,0.94,7,11,8,8,8,7,2429,2413,,1285,865,1942,0.445,303,885,0.342,396,599,0.661,335,1184,488,176,72,411,607
89,Evansville,34,25,9,0.735,8.05,-0.44,12,6,13,3,8,4,2526,2221,,1370,879,1795,0.49,158,448,0.353,610,843,0.724,260,1202,595,178,147,426,601
90,Fairfield,32,19,13,0.594,-2.94,-2.69,12,8,11,4,7,7,2460,2468,,1305,854,1925,0.444,289,798,0.362,463,630,0.735,291,1113,498,207,132,421,613
91,Fairleigh Dickinson,32,18,14,0.563,-10,-8.32,11,7,9,6,9,8,2493,2504,,1295,906,1959,0.462,230,634,0.363,451,645,0.699,340,1075,456,241,86,414,694
92,Florida A&amp;M,29,8,21,0.276,-21.44,-10.37,4,12,6,6,1,14,1863,2128,,1190,644,1606,0.401,168,555,0.303,407,691,0.589,293,1010,319,192,65,466,566
93,Florida Atlantic,33,8,25,0.242,-10.18,-1.6,5,13,5,7,2,14,2189,2445,,1325,752,1847,0.407,229,678,0.338,456,624,0.731,282,1071,385,175,140,401,631
