Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
251,Rhode Island,32,17,15,0.531,8.09,3.47,9,9,13,4,3,9,2220,2072,,65.1,105.4,0.376,0.331,0.535,51.9,50,8.1,13.5,0.504,15.2,30.6,0.251
252,Rice,32,12,20,0.375,-8.66,-2.56,7,11,9,8,3,11,2427,2576,,71.4,105.8,0.43,0.398,0.56,47.9,51.5,8.9,7.2,0.516,16.4,27,0.319
253,Richmond,32,16,16,0.5,7.46,4.75,7,11,9,7,5,7,2450,2363,,68.8,110,0.353,0.365,0.568,46.2,59.7,9.4,5.9,0.547,13.3,23.2,0.233
254,Rider,33,13,20,0.394,-4.6,-3.21,8,12,7,6,4,12,2177,2223,,65.6,99.1,0.354,0.359,0.517,49.9,54.1,8.6,10.9,0.483,16.8,28.6,0.241
255,Robert Morris,32,10,22,0.313,-13.28,-7.5,8,10,4,8,5,14,2082,2267,,69.3,93.5,0.356,0.362,0.5,45.4,54,11.9,10.8,0.466,17.9,26,0.237
256,Rutgers,32,7,25,0.219,-6.7,6.78,1,17,7,11,0,11,2166,2571,,71.2,93.9,0.341,0.268,0.496,45.5,48,8.5,8.3,0.461,17,26,0.232
257,Sacramento State,31,14,17,0.452,-8.44,-5.13,6,12,10,5,3,11,2210,2237,,69.2,102.6,0.351,0.346,0.531,48.5,54.9,8.1,11.3,0.501,15.1,27,0.236
258,Sacred Heart,30,12,18,0.4,-12.67,-8.71,11,7,6,5,5,13,2217,2336,,72,101.8,0.387,0.303,0.522,50.3,46.2,8.7,6.5,0.484,17,33.4,0.266
259,Saint Francis (PA),30,13,17,0.433,-12.25,-8.73,9,9,8,6,5,11,2110,2181,,67.6,103.2,0.389,0.357,0.524,50.7,49.7,6.8,8.4,0.485,15.9,32.3,0.271
260,Saint Joseph's,34,27,7,0.794,11.92,4.24,13,5,12,4,10,2,2638,2377,,70.4,109.7,0.377,0.357,0.549,52,55.5,7.3,9.3,0.513,12.5,28.3,0.269
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
261,Saint Louis,32,11,21,0.344,-2.65,3.57,5,13,7,11,3,8,2106,2305,,69.4,94.1,0.378,0.352,0.517,46.6,58.8,7.8,6.2,0.477,17.8,20.7,0.266
262,Saint Mary's (CA),32,27,5,0.844,14.37,0.76,15,3,18,1,7,3,2397,1951,,62.4,120.1,0.295,0.398,0.609,54.6,61.2,7.8,9,0.592,13.4,31.1,0.206
263,Saint Peter's,30,14,16,0.467,-4.63,-3.93,12,8,9,5,5,10,1966,1987,,66.5,97.8,0.351,0.337,0.508,52.1,51,8.2,9.3,0.477,17,30.4,0.231
264,Sam Houston State,33,18,15,0.545,-5.59,-6.17,12,6,10,4,6,9,2474,2346,,69.9,106.9,0.382,0.381,0.535,52.1,65.1,7.9,5.3,0.5,14.2,30.1,0.264
265,Samford,33,14,19,0.424,-5.56,-4.1,4,14,6,7,5,11,2440,2442,,69.6,104.2,0.43,0.295,0.546,49.7,51.5,9.7,9.7,0.503,17,30.5,0.309
266,San Diego State,34,25,9,0.735,11.24,3.87,16,2,13,4,9,2,2315,2049,,66,102.3,0.441,0.333,0.517,54,46.3,8.5,15.2,0.473,16.2,33.8,0.303
267,San Diego,30,9,21,0.3,-7.66,1.55,4,14,6,7,1,11,1822,2074,,66.5,91.3,0.346,0.417,0.485,47.9,52.1,7,10.6,0.45,18,26.5,0.229
268,San Francisco,30,15,15,0.5,-2.75,-0.51,8,10,10,7,5,7,2329,2362,,70.8,107.8,0.385,0.358,0.535,51.9,45.9,7.5,7.9,0.503,15,33.9,0.261
269,San Jose State,31,9,22,0.29,-5.83,1.31,4,14,7,7,1,13,2186,2290,,71.4,98.3,0.393,0.387,0.517,49.9,59.4,8.4,10.3,0.483,17,28.3,0.259
270,Santa Clara,31,11,20,0.355,-4.56,1.97,7,11,7,8,3,9,2083,2272,,66.4,99.2,0.34,0.388,0.515,47.8,53.7,6.4,7.7,0.476,14.8,25.4,0.244
271,Savannah State,31,16,15,0.516,-15.18,-8.7,9,7,12,2,2,12,1933,2092,,68.2,91.1,0.403,0.381,0.496,47.3,49.5,8.9,7.6,0.458,19.2,26.4,0.263
272,Seattle,30,14,16,0.467,-9.28,-4.85,7,7,9,7,3,8,1952,2004,,67.2,96.4,0.348,0.313,0.513,51.8,56.5,9,5,0.482,19.9,33.1,0.232
273,Seton Hall,33,25,8,0.758,14.77,7.7,12,6,13,3,7,4,2470,2237,,70.6,105.6,0.406,0.296,0.534,52.8,51.3,10.3,11.7,0.502,16.6,35.1,0.271
274,Siena,33,21,12,0.636,2.28,-2.91,13,7,12,2,7,9,2579,2408,,70.8,108.3,0.409,0.292,0.557,55.7,53,8.5,11.7,0.518,18.7,39.6,0.296
275,South Alabama,33,14,19,0.424,-8.05,-1.89,8,12,8,6,4,11,2284,2426,,70.3,96.7,0.39,0.344,0.503,49.3,44.6,9.4,10.6,0.465,17.7,31.2,0.262
276,South Carolina State,33,19,14,0.576,-9.88,-8.2,12,4,10,1,6,11,2411,2407,,68.5,106.6,0.367,0.301,0.542,49,49.3,6.6,7.8,0.504,14.7,29.3,0.266
277,South Carolina Upstate,32,10,22,0.313,-13.71,-4.31,4,10,7,10,3,12,2315,2495,,69,104,0.308,0.334,0.528,51.1,56.3,7.9,8.9,0.506,17.1,34.7,0.197
278,South Carolina,32,24,8,0.75,12.64,6.22,11,7,15,2,5,5,2429,2208,,71.7,105,0.448,0.298,0.521,54.3,51.7,9.6,12.8,0.48,16.2,38.1,0.306
279,South Dakota State,33,26,7,0.788,5.48,-1.56,12,4,13,0,8,7,2517,2237,,68.8,110.8,0.405,0.363,0.558,53.8,43.7,7.2,6.6,0.516,14.8,32.6,0.299
280,South Dakota,32,14,18,0.438,-5.35,-0.65,5,11,6,6,5,10,2443,2537,,71.7,104.4,0.305,0.289,0.546,47.7,53.9,8.9,9.8,0.518,14.8,25.5,0.214
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
281,South Florida,33,8,25,0.242,-2.68,5.41,4,14,4,14,3,9,2085,2352,,67,94.2,0.33,0.251,0.487,51.6,42.8,6.8,14.2,0.454,18.5,34.6,0.218
282,Southeast Missouri State,29,5,24,0.172,-15.92,-3.29,2,14,3,10,2,14,1944,2252,,71.5,93.4,0.358,0.3,0.486,48,51.2,10.5,4.3,0.454,16.8,28.6,0.229
283,Southeastern Louisiana,33,12,21,0.364,-13.36,-7.3,9,9,9,3,2,15,2344,2489,,70.6,100.3,0.379,0.354,0.542,48.9,56.8,9,7.6,0.519,19.1,29.5,0.241
284,Southern California,33,21,12,0.636,14.02,7.93,9,9,16,2,3,7,2668,2467,,72.7,109.5,0.353,0.324,0.548,51.1,51.5,8.6,12.7,0.52,14.4,32.5,0.24
285,SIU Edwardsville,28,6,22,0.214,-10.63,-2.45,3,13,3,11,3,11,1839,2068,,68,95.7,0.369,0.326,0.492,50.5,47.8,7.2,10.3,0.448,16.9,32.4,0.26
286,Southern Illinois,32,22,10,0.688,2.7,-1.4,11,7,12,4,9,4,2360,2229,,69.9,104.7,0.393,0.338,0.544,52.2,44.8,10.3,5.8,0.511,17,31.7,0.269
287,Southern Methodist,30,25,5,0.833,18.67,4.81,13,5,16,1,7,4,2319,1903,,66,117.1,0.338,0.268,0.578,57.4,61.5,9.2,13.5,0.553,15.7,41.2,0.237
288,Southern Mississippi,29,8,21,0.276,-10.47,-3.54,5,13,6,9,2,12,1866,2045,,65,97.3,0.361,0.482,0.532,47.3,57.7,8.1,7.2,0.495,18.2,23.4,0.257
289,Southern Utah,30,6,24,0.2,-17.17,-4.03,3,15,3,10,3,13,2119,2429,,70,100,0.361,0.343,0.538,45.9,48.2,8,7.5,0.502,16.8,23.6,0.256
290,Southern,34,22,12,0.647,-7.2,-9.07,11,7,12,1,6,10,2479,2347,,69.7,104.6,0.373,0.296,0.529,48.9,41.9,10.7,9.7,0.498,14.2,29,0.25
291,St. Bonaventure,30,22,8,0.733,7.18,2.22,14,4,14,2,8,5,2334,2185,,69.2,111.5,0.378,0.372,0.561,49.4,51.9,8.5,11.8,0.516,14.4,31.1,0.292
292,St. Francis (NY),32,15,17,0.469,-10.95,-8.95,11,7,9,5,6,11,2095,2131,,66.9,97.2,0.365,0.434,0.5,50.6,52.1,8.9,12,0.464,17.6,32.6,0.243
293,St. John's (NY),32,8,24,0.25,-2.06,7.78,1,17,6,10,0,10,2174,2472,,73.2,92.8,0.383,0.34,0.493,47.5,54.6,8.6,14.3,0.461,18.3,27.7,0.244
294,Stanford,30,15,15,0.5,8.49,10.84,8,10,12,5,2,8,2088,2111,,67.3,102.6,0.449,0.325,0.521,49.4,49.7,10,9.2,0.478,15.2,30.9,0.307
295,Stephen F. Austin,32,27,5,0.844,8.45,-6.83,18,0,14,0,9,4,2583,2021,,69.9,115.5,0.341,0.361,0.581,52.5,65.2,13,10.1,0.55,15.3,34.7,0.249
296,Stetson,34,12,22,0.353,-10.77,-4.33,4,10,6,8,5,13,2729,2807,,73.4,107,0.341,0.364,0.553,47.1,54,8.4,5.5,0.519,14.6,25.9,0.246
297,Stony Brook,32,26,6,0.813,4.24,-6.02,14,2,15,1,11,5,2458,2030,,67.6,113.2,0.323,0.305,0.556,55.5,58.2,9.1,12.4,0.533,14.2,35.7,0.217
298,Syracuse,32,19,13,0.594,13.57,9.07,9,9,13,4,3,7,2247,2103,,65,106.7,0.355,0.433,0.536,48.9,58.1,12.3,11.7,0.505,15.7,33,0.242
299,Temple,32,21,11,0.656,7.64,6.42,14,4,11,3,8,4,2197,2158,,65.9,102.6,0.271,0.378,0.498,49,54.7,8,7.8,0.469,11.7,29,0.185
300,Tennessee-Martin,33,19,14,0.576,-5.73,-4.83,10,6,11,2,7,9,2398,2338,,67.3,106.8,0.357,0.397,0.546,51.6,48,8.5,6.1,0.511,15.6,31,0.253
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
301,Tennessee State,30,20,10,0.667,-1.6,-5.39,11,5,11,2,7,7,2200,2056,,69.4,104.8,0.421,0.293,0.542,52.3,41,11,11.2,0.504,16.9,32.4,0.293
302,Tennessee Tech,30,19,11,0.633,-2.76,-3.8,11,5,14,1,5,9,2357,2265,,70.5,111,0.446,0.422,0.579,49.8,56,7.4,9.8,0.536,15.7,28.2,0.331
303,Tennessee,34,15,19,0.441,8.16,8.22,6,12,12,4,1,11,2554,2556,,71,105.8,0.341,0.362,0.519,48.7,51.6,7.5,11.5,0.48,13.6,32.1,0.247
304,Texas A&amp;M-Corpus Christi,32,25,7,0.781,-2.39,-5.53,15,3,13,1,10,5,2356,2212,,70.2,104.9,0.381,0.328,0.537,49.6,50.4,13.5,13.3,0.494,15.9,32.1,0.281
305,Texas A&amp;M,34,26,8,0.765,19.09,8.71,13,5,17,1,5,5,2581,2228,,68.2,110.5,0.375,0.37,0.543,52.6,63.2,10.1,11,0.514,14.6,35,0.252
306,Texas-Arlington,33,23,10,0.697,5.71,-2.85,13,7,13,2,9,7,2627,2295,,73,107.8,0.356,0.421,0.528,55,62.1,9.9,8.2,0.493,15.4,36.9,0.248
307,Texas Christian,33,12,21,0.364,4.68,9.23,2,16,9,9,1,10,2209,2359,,70,95.7,0.456,0.308,0.502,48,52,9.2,10.9,0.457,18,29.3,0.306
308,Texas-El Paso,33,19,14,0.576,-3.65,-4.78,10,8,14,4,2,9,2554,2471,,72.7,105.2,0.42,0.321,0.553,48,57.1,8.1,9.5,0.523,15.4,25.1,0.28
309,Texas-Rio Grande Valley,30,8,22,0.267,-17.62,-3.99,4,10,7,6,1,13,1993,2330,,69.2,96,0.304,0.37,0.509,44.8,64.1,6.9,7,0.48,16.1,23.6,0.204
310,Texas-San Antonio,32,5,27,0.156,-16.23,-3.23,3,15,4,10,1,14,2317,2698,,73.1,98.3,0.375,0.361,0.513,47.9,46,8.7,7,0.473,16.3,26.7,0.264
311,Texas Southern,32,18,14,0.563,-4.59,-7.31,16,2,9,0,7,12,2330,2243,,68,107,0.421,0.359,0.543,53.7,55.7,6.6,7.3,0.519,16.7,35.4,0.265
312,Texas State,31,15,16,0.484,-5.16,-4.09,8,12,10,4,4,11,2046,1993,,65.1,100.5,0.389,0.271,0.51,50,50.3,9.3,9,0.474,15.7,30.8,0.262
313,Texas Tech,31,19,12,0.613,13.2,10.65,9,9,14,3,3,7,2244,2165,,66.7,107.3,0.431,0.304,0.548,50.3,53.2,8.7,11.8,0.499,15.4,31.7,0.321
314,Texas,32,20,12,0.625,15.76,12.48,11,7,14,3,5,5,2283,2178,,66.9,105.8,0.397,0.36,0.525,49,46.5,7.6,11.5,0.493,13.4,30.7,0.264
315,Toledo,32,17,15,0.531,3.1,-2.22,8,10,9,6,6,8,2482,2286,,70.4,110.2,0.348,0.384,0.566,52.2,60.5,7.4,5.3,0.53,14.7,27.9,0.26
316,Towson,32,20,12,0.625,0.61,-1.56,11,7,12,3,7,6,2286,2137,,66.5,106.6,0.444,0.303,0.517,55.3,46.3,9.3,13.2,0.476,15.2,39.2,0.301
317,Troy,31,9,22,0.29,-9.03,-1.89,4,16,4,10,4,10,2145,2329,,70.1,97.9,0.392,0.371,0.498,48.5,47.2,8.4,7.4,0.465,15,29.2,0.252
318,Tulane,34,12,22,0.353,-0.63,4.02,3,15,6,10,2,10,2240,2398,,67.8,95,0.307,0.356,0.484,50,46.4,9.2,9.7,0.45,16.4,31.7,0.208
319,Tulsa,31,20,11,0.645,10.07,5.75,12,6,12,3,6,5,2294,2160,,68.9,106.5,0.399,0.366,0.538,48.7,53.4,9.8,7.5,0.504,13.6,27.9,0.271
320,UCLA,32,15,17,0.469,10.87,10.08,6,12,11,6,3,7,2480,2455,,71.6,107,0.323,0.273,0.533,51.6,54.9,7.5,8.8,0.503,14.5,32.8,0.223
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
321,Utah State,31,16,15,0.516,2.62,2,7,11,10,6,5,8,2274,2217,,68.2,107.6,0.336,0.391,0.551,50.8,56.6,8.1,7.1,0.523,15.4,29.7,0.232
322,Utah Valley,30,12,18,0.4,-9.35,-3.35,6,8,7,7,5,9,2280,2360,,74.8,100.8,0.343,0.398,0.535,47.7,55.4,7.8,7.1,0.498,15.9,24.1,0.248
323,Utah,34,26,8,0.765,16.55,9.06,13,5,16,1,5,5,2639,2351,,67.7,113,0.387,0.376,0.587,53.1,57.3,7.8,10.2,0.557,15.7,30.1,0.276
324,Valparaiso,32,26,6,0.813,10.24,-1.39,16,2,14,1,12,4,2425,1991,,68.6,109.5,0.36,0.379,0.547,56.6,53.1,10,12.3,0.511,15.8,36.1,0.261
325,Vanderbilt,32,19,13,0.594,18.25,8.85,11,7,14,2,3,9,2456,2155,,69.1,110.2,0.395,0.381,0.566,50.9,56.8,6.2,12.9,0.535,14.7,27.4,0.276
326,Vermont,34,21,13,0.618,-1.37,-4.59,11,5,12,3,8,9,2550,2397,,68.8,108.9,0.367,0.322,0.578,51.9,50.3,8,11.1,0.55,17.1,28.6,0.259
327,Villanova,34,29,5,0.853,21.64,8.38,16,2,15,1,10,2,2617,2166,,67.7,113.3,0.343,0.438,0.581,51.4,60.7,9.9,9.7,0.543,14.5,28.6,0.267
328,Virginia Commonwealth,34,24,10,0.706,13.73,3.82,14,4,15,2,7,4,2625,2288,,69.8,109.9,0.323,0.328,0.538,51.9,51,12.5,10,0.509,13.7,33.3,0.223
329,VMI,30,9,21,0.3,-12.58,-2.76,4,14,8,6,1,14,2081,2264,,69.8,99,0.281,0.442,0.519,46.1,45.3,8.7,11.4,0.486,16.5,26,0.203
330,Virginia Tech,33,19,14,0.576,10.15,7.67,10,8,13,5,4,6,2461,2379,,69.5,105.7,0.497,0.294,0.546,49.1,49.1,7.6,9.1,0.501,16,30,0.348
331,Virginia,33,26,7,0.788,22.06,11.36,13,5,15,0,5,6,2322,1969,,61.1,114.7,0.324,0.281,0.577,53,55.7,8.9,9.5,0.544,13.4,30.6,0.244
332,Wagner,32,22,10,0.688,-4.46,-10.42,13,5,13,4,9,6,2256,2047,,67.6,103.8,0.332,0.304,0.514,55.3,52.7,10.2,11.7,0.477,16.3,38,0.236
333,Wake Forest,31,11,20,0.355,5.78,10.78,2,16,6,9,3,9,2295,2450,,71.9,102.1,0.432,0.343,0.528,50.9,54.7,8.2,10.6,0.494,17.4,32.7,0.285
334,Washington State,31,9,22,0.29,0.93,8.4,1,17,8,9,0,10,2187,2394,,70.3,98.8,0.313,0.301,0.541,48.6,52,7,10.3,0.51,17.8,24.2,0.223
335,Washington,32,18,14,0.563,12.15,8.56,9,9,12,5,3,6,2668,2553,,77.5,105.5,0.406,0.339,0.526,48.5,51.1,9.7,14.8,0.481,15,33.1,0.294
336,Weber State,34,26,8,0.765,0.29,-5.77,15,3,13,1,6,7,2609,2273,,68.7,110.1,0.443,0.418,0.59,53,52.8,7,7.9,0.563,17.1,26.5,0.301
337,West Virginia,34,26,8,0.765,22.9,10.31,13,5,13,2,7,4,2693,2265,,70.7,111.1,0.461,0.306,0.539,56,54.2,13.9,8.1,0.502,16.2,41.9,0.309
338,Western Carolina,33,16,17,0.485,-4.54,-1.14,10,8,12,2,3,14,2405,2411,,70.1,102,0.383,0.367,0.529,50.3,49.9,11.2,9.4,0.491,17.4,32.2,0.269
339,Western Illinois,27,10,17,0.37,-5.97,-1.09,3,13,7,6,3,11,1904,1914,,68.8,102.5,0.33,0.322,0.541,50.1,53.4,8.8,8.6,0.507,16,25.2,0.238
340,Western Kentucky,34,18,16,0.529,-1.22,-0.82,8,10,12,4,3,9,2620,2586,,68.8,109.9,0.39,0.326,0.561,53.8,50.1,6.3,10.3,0.529,16.3,34.6,0.273
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
341,Western Michigan,32,13,19,0.406,-1.83,0.3,7,11,10,5,2,12,2342,2352,,68.7,104.1,0.441,0.312,0.531,52,48.6,8.1,7.5,0.485,15.4,30.7,0.314
342,Wichita State,32,24,8,0.75,16.61,2.9,16,2,14,1,9,3,2343,1896,,66,110,0.385,0.385,0.537,53.3,57.4,10.8,11.9,0.497,12.8,32,0.275
343,William &amp; Mary,31,20,11,0.645,5.85,1.58,11,7,12,3,7,7,2384,2205,,68.4,111.5,0.362,0.372,0.579,51.5,59.4,8,11.7,0.549,14,25.8,0.26
344,Winthrop,32,23,9,0.719,-1.05,-5.32,13,5,14,1,7,7,2631,2429,,72.9,112.7,0.404,0.411,0.59,49.1,42.5,7.5,12.7,0.552,15.5,26.8,0.303
345,Wisconsin,32,20,12,0.625,13.49,9.17,12,6,13,5,6,5,2204,2066,,64.2,106.5,0.397,0.338,0.53,52.3,49.4,9.1,8.5,0.49,14.6,33.7,0.281
346,Wofford,32,15,17,0.469,-3.44,-2.04,11,7,11,2,4,14,2296,2295,,66,107.4,0.374,0.384,0.565,50.2,61,7.6,4.7,0.525,15.8,26.7,0.281
347,Wright State,35,22,13,0.629,0.21,-1.73,13,5,13,2,5,9,2399,2303,,67.4,101.3,0.324,0.359,0.543,47.4,55.8,8.1,6.6,0.514,15.3,20.1,0.225
348,Wyoming,32,14,18,0.438,0.09,2.19,7,11,10,6,4,8,2294,2302,,66.8,106.1,0.459,0.527,0.579,45.6,54.4,6.1,7.3,0.541,15.5,17.5,0.329
349,Xavier,32,27,5,0.844,18.73,8.42,14,4,15,1,8,3,2603,2273,,72.8,111.8,0.429,0.347,0.558,54.9,59.8,10.1,8.7,0.515,15,35.7,0.314
350,Yale,28,22,6,0.786,8.62,-2.35,13,1,12,0,9,6,2105,1768,,67.1,111.6,0.416,0.307,0.557,57.9,57.1,8.6,12.7,0.528,16.7,39.3,0.276
351,Youngstown State,32,11,21,0.344,-10.83,-0.83,6,12,6,8,3,11,2437,2682,,74.1,100.7,0.306,0.348,0.526,44.7,53.7,9.1,6,0.494,14.4,23.1,0.218
