Team,games,Win,T_Pace,T_EFG,T_ORB,T_TOV,T_FTFGA,Team_stats,O_EFG,O_ORB,O_TOV,O_FTFGA,School,SOS
Clemson,8.0,W,76.4,0.489166666667,28.9,17.0833333333,0.2615,South Carolina Upstate,0.557875,32.025,15.9625,0.243625,South Carolina Upstate,-4.31
East Carolina,10.0,W,74.16,0.49525,27.8375,17.0375,0.2305,South Carolina Upstate,0.5638,32.4,15.37,0.2572,South Carolina Upstate,-4.31
Navy,12.0,L,72.825,0.506666666667,27.9222222222,17.1111111111,0.215777777778,South Carolina Upstate,0.549916666667,33.4666666667,15.6083333333,0.236,South Carolina Upstate,-4.31
Alabama-Birmingham,13.0,W,72.3230769231,0.496,28.02,16.88,0.2042,South Carolina Upstate,0.556,35.1692307692,15.1461538462,0.226615384615,South Carolina Upstate,-4.31
Colorado State,13.0,W,72.3230769231,0.496,28.02,16.88,0.2042,South Carolina Upstate,0.556,35.1692307692,15.1461538462,0.226615384615,South Carolina Upstate,-4.31
Missouri-Kansas City,16.0,L,71.59375,0.496416666667,29.075,17.2583333333,0.204166666667,South Carolina Upstate,0.564,33.78125,15.08125,0.25175,South Carolina Upstate,-4.31
North Carolina A&amp;T,16.0,L,71.59375,0.496416666667,29.075,17.2583333333,0.204166666667,South Carolina Upstate,0.564,33.78125,15.08125,0.25175,South Carolina Upstate,-4.31
NJIT,17.0,L,71.1882352941,0.505769230769,29.8615384615,17.2538461538,0.202461538462,South Carolina Upstate,0.559294117647,33.2176470588,14.6882352941,0.245647058824,South Carolina Upstate,-4.31
Stetson,18.0,W,70.7833333333,0.511285714286,31.3,17.2,0.199928571429,South Carolina Upstate,0.5595,33.4111111111,14.6333333333,0.246888888889,South Carolina Upstate,-4.31
Florida Gulf Coast,20.0,W,70.415,0.5154375,30.79375,17.3375,0.1946875,South Carolina Upstate,0.565,31.565,14.06,0.24365,South Carolina Upstate,-4.31
North Florida,20.0,W,70.415,0.5154375,30.79375,17.3375,0.1946875,South Carolina Upstate,0.565,31.565,14.06,0.24365,South Carolina Upstate,-4.31
Jacksonville,22.0,W,70.3409090909,0.509722222222,30.5277777778,17.2333333333,0.190944444444,South Carolina Upstate,0.561681818182,30.7545454545,13.3772727273,0.238181818182,South Carolina Upstate,-4.31
Kennesaw State,22.0,W,70.3409090909,0.509722222222,30.5277777778,17.2333333333,0.190944444444,South Carolina Upstate,0.561681818182,30.7545454545,13.3772727273,0.238181818182,South Carolina Upstate,-4.31
Lipscomb,24.0,L,70.8666666667,0.50685,31.195,17.23,0.19815,South Carolina Upstate,0.555708333333,30.5458333333,13.6333333333,0.258458333333,South Carolina Upstate,-4.31
Kennesaw State,24.0,W,70.8666666667,0.50685,31.195,17.23,0.19815,South Carolina Upstate,0.555708333333,30.5458333333,13.6333333333,0.258458333333,South Carolina Upstate,-4.31
Lipscomb,26.0,W,70.8384615385,0.505272727273,30.5954545455,17.6,0.2015,South Carolina Upstate,0.553384615385,30.8269230769,13.6153846154,0.253653846154,South Carolina Upstate,-4.31
Florida Gulf Coast,26.0,W,70.8384615385,0.505272727273,30.5954545455,17.6,0.2015,South Carolina Upstate,0.553384615385,30.8269230769,13.6153846154,0.253653846154,South Carolina Upstate,-4.31
Stetson,27.0,L,70.962962963,0.499347826087,30.2695652174,17.352173913,0.203434782609,South Carolina Upstate,0.555333333333,30.1111111111,13.9518518519,0.255296296296,South Carolina Upstate,-4.31
Jacksonville,28.0,W,71.1464285714,0.499083333333,30.525,16.9958333333,0.203041666667,South Carolina Upstate,0.551785714286,29.8678571429,13.6214285714,0.257214285714,South Carolina Upstate,-4.31
North Florida,29.0,W,71.3275862069,0.49944,30.416,17.008,0.20412,South Carolina Upstate,0.548965517241,30.5103448276,13.6482758621,0.258275862069,South Carolina Upstate,-4.31
NJIT,31.0,L,71.3870967742,0.502703703704,30.5333333333,16.9,0.198185185185,South Carolina Upstate,0.545290322581,29.8935483871,13.4903225806,0.254709677419,South Carolina Upstate,-4.31
North Florida,31.0,W,71.3870967742,0.502703703704,30.5333333333,16.9,0.198185185185,South Carolina Upstate,0.545290322581,29.8935483871,13.4903225806,0.254709677419,South Carolina Upstate,-4.31
Arizona,2.0,W,69.5,0.386,20.2,16.45,0.3475,Bradley,0.4945,25.8,14.8,0.4715,Bradley,3.69
New Orleans,2.0,W,69.5,0.386,20.2,16.45,0.3475,Bradley,0.4945,25.8,14.8,0.4715,Bradley,3.69
Mississippi,4.0,W,70.15,0.39325,24.7,20.225,0.2965,Bradley,0.467,30.975,16.625,0.36625,Bradley,3.69
Delaware,5.0,W,69.28,0.3812,25.54,19.86,0.2688,Bradley,0.4718,30.66,15.96,0.3512,Bradley,3.69
North Dakota,6.0,W,68.7,0.388333333333,25.35,20.45,0.2495,Bradley,0.452166666667,30.5166666667,16.05,0.341333333333,Bradley,3.69
Texas-Arlington,7.0,W,69.7714285714,0.398142857143,24.2857142857,21.7571428571,0.268571428571,Bradley,0.473428571429,30.1857142857,14.9285714286,0.321571428571,Bradley,3.69
Boise State,8.0,W,69.125,0.398142857143,24.2857142857,21.7571428571,0.268571428571,Bradley,0.474,29.6375,15.0,0.331375,Bradley,3.69
Texas Christian,10.0,W,69.44,0.41,23.9222222222,21.9,0.254666666667,Bradley,0.464,29.86,14.51,0.3557,Bradley,3.69
Northern Iowa,11.0,W,68.6272727273,0.4075,23.2,21.59,0.2438,Bradley,0.483090909091,28.7272727273,14.0363636364,0.358909090909,Bradley,3.69
Wichita State,12.0,W,68.3916666667,0.410818181818,25.1272727273,22.1454545455,0.258,Bradley,0.493833333333,29.2083333333,14.075,0.3715,Bradley,3.69
Southern Illinois,12.0,W,68.3916666667,0.410818181818,25.1272727273,22.1454545455,0.258,Bradley,0.493833333333,29.2083333333,14.075,0.3715,Bradley,3.69
Evansville,13.0,W,69.0153846154,0.405666666667,24.375,23.1916666667,0.263666666667,Bradley,0.495769230769,27.2461538462,14.7923076923,0.359230769231,Bradley,3.69
Loyola (IL),14.0,L,68.6785714286,0.397846153846,24.1307692308,23.4153846154,0.255076923077,Bradley,0.502142857143,26.9214285714,15.15,0.351785714286,Bradley,3.69
Missouri State,16.0,W,67.64375,0.395933333333,23.7066666667,22.9466666667,0.259066666667,Bradley,0.495875,26.1,15.1375,0.3465625,Bradley,3.69
Illinois State,17.0,W,67.5882352941,0.3933125,23.475,22.48125,0.2663125,Bradley,0.489823529412,26.2647058824,15.3529411765,0.337705882353,Bradley,3.69
Wichita State,18.0,W,67.6333333333,0.401764705882,22.3470588235,22.9,0.265,Bradley,0.492666666667,26.6555555556,14.7833333333,0.339,Bradley,3.69
Northern Iowa,18.0,W,67.6333333333,0.401764705882,22.3470588235,22.9,0.265,Bradley,0.492666666667,26.6555555556,14.7833333333,0.339,Bradley,3.69
Drake,20.0,W,67.285,0.408526315789,22.8526315789,22.5052631579,0.256631578947,Bradley,0.50195,26.115,14.84,0.3419,Bradley,3.69
Missouri State,20.0,W,67.285,0.408526315789,22.8526315789,22.5052631579,0.256631578947,Bradley,0.50195,26.115,14.84,0.3419,Bradley,3.69
Indiana State,21.0,L,67.4523809524,0.4151,22.91,22.445,0.2608,Bradley,0.500904761905,26.3952380952,14.9238095238,0.354761904762,Bradley,3.69
Loyola (IL),23.0,W,67.4391304348,0.413090909091,22.9681818182,21.9318181818,0.263,Bradley,0.49247826087,25.1826086957,15.1695652174,0.352217391304,Bradley,3.69
Illinois State,23.0,W,67.4391304348,0.413090909091,22.9681818182,21.9318181818,0.263,Bradley,0.49247826087,25.1826086957,15.1695652174,0.352217391304,Bradley,3.69
Southern Illinois,24.0,W,67.375,0.418652173913,22.9826086957,21.9782608696,0.257782608696,Bradley,0.49825,24.7,15.1666666667,0.359375,Bradley,3.69
Drake,25.0,L,67.48,0.42025,23.175,22.2333333333,0.261208333333,Bradley,0.4968,24.888,14.864,0.35176,Bradley,3.69
Evansville,26.0,W,67.5038461538,0.42456,23.628,22.016,0.2626,Bradley,0.5005,24.4115384615,15.1192307692,0.355230769231,Bradley,3.69
Indiana State,28.0,W,67.8071428571,0.426259259259,22.7888888889,22.0148148148,0.258185185185,Bradley,0.499428571429,23.5785714286,14.8535714286,0.36025,Bradley,3.69
Northern Arizona,2.0,L,73.5,0.649,22.15,17.6,0.2635,Boise State,0.5325,20.65,14.75,0.39,Boise State,3.15
Arizona,3.0,W,72.7666666667,0.602,23.5333333333,15.8666666667,0.239,Boise State,0.564,24.8666666667,15.3,0.339,Boise State,3.15
Portland,5.0,L,72.98,0.602,23.5333333333,15.8666666667,0.239,Boise State,0.5816,36.34,14.28,0.3096,Boise State,3.15
Loyola Marymount,7.0,L,73.0857142857,0.5612,22.12,15.74,0.2986,Boise State,0.549714285714,33.5571428571,14.3428571429,0.242428571429,Boise State,3.15
Oregon,8.0,L,72.2625,0.555666666667,23.3666666667,15.1666666667,0.301333333333,Boise State,0.544625,33.8,14.325,0.240125,Boise State,3.15
Bradley,9.0,L,72.3888888889,0.548857142857,24.7857142857,14.0428571429,0.323857142857,Boise State,0.538777777778,32.4,14.5333333333,0.229555555556,Boise State,3.15
UC-Davis,10.0,L,71.88,0.538875,23.775,14.3625,0.32925,Boise State,0.5391,30.11,15.47,0.2149,Boise State,3.15
Colorado State,10.0,L,71.88,0.538875,23.775,14.3625,0.32925,Boise State,0.5391,30.11,15.47,0.2149,Boise State,3.15
Utah State,12.0,L,71.675,0.552,23.56,14.72,0.3145,Boise State,0.54125,29.35,16.3,0.21,Boise State,3.15
Fresno State,12.0,L,71.675,0.552,23.56,14.72,0.3145,Boise State,0.54125,29.35,16.3,0.21,Boise State,3.15
Nevada,14.0,L,71.5142857143,0.543666666667,25.0166666667,14.2583333333,0.343833333333,Boise State,0.529714285714,29.8214285714,16.1785714286,0.205285714286,Boise State,3.15
San Diego State,14.0,W,71.5142857143,0.543666666667,25.0166666667,14.2583333333,0.343833333333,Boise State,0.529714285714,29.8214285714,16.1785714286,0.205285714286,Boise State,3.15
San Jose State,16.0,L,71.76875,0.524357142857,25.1928571429,13.7428571429,0.338785714286,Boise State,0.522125,28.86875,16.5125,0.1945,Boise State,3.15
Wyoming,17.0,L,71.3411764706,0.529266666667,24.6266666667,13.32,0.342333333333,Boise State,0.528176470588,28.5823529412,16.7235294118,0.196529411765,Boise State,3.15
Nevada-Las Vegas,17.0,W,71.3411764706,0.529266666667,24.6266666667,13.32,0.342333333333,Boise State,0.528176470588,28.5823529412,16.7235294118,0.196529411765,Boise State,3.15
New Mexico,19.0,W,71.9526315789,0.523,24.6705882353,13.5058823529,0.343235294118,Boise State,0.534157894737,28.0157894737,16.4631578947,0.214684210526,Boise State,3.15
Utah State,20.0,L,71.765,0.520388888889,25.9166666667,13.8055555556,0.334,Boise State,0.53845,27.24,16.855,0.20895,Boise State,3.15
Air Force,20.0,W,71.765,0.520388888889,25.9166666667,13.8055555556,0.334,Boise State,0.53845,27.24,16.855,0.20895,Boise State,3.15
Colorado State,21.0,W,71.6333333333,0.513947368421,25.4736842105,13.9736842105,0.326157894737,Boise State,0.537142857143,26.9761904762,17.2476190476,0.216333333333,Boise State,3.15
Wyoming,22.0,L,71.4681818182,0.5175,24.585,13.915,0.32295,Boise State,0.535818181818,26.9136363636,16.9909090909,0.227181818182,Boise State,3.15
New Mexico,23.0,W,71.4434782609,0.523238095238,25.0714285714,13.8619047619,0.324,Boise State,0.537434782609,26.1217391304,17.0956521739,0.231782608696,Boise State,3.15
Nevada-Las Vegas,25.0,L,71.592,0.524391304348,26.3826086957,13.8652173913,0.306869565217,Boise State,0.53636,26.364,17.4,0.24416,Boise State,3.15
San Diego State,25.0,L,71.592,0.524391304348,26.3826086957,13.8652173913,0.306869565217,Boise State,0.53636,26.364,17.4,0.24416,Boise State,3.15
Nevada,26.0,L,71.6038461538,0.523375,25.8041666667,14.1541666667,0.304291666667,Boise State,0.535384615385,26.2192307692,17.55,0.249307692308,Boise State,3.15
San Jose State,27.0,W,71.6666666667,0.5244,26.144,14.308,0.29804,Boise State,0.530148148148,26.1111111111,17.7703703704,0.251481481481,Boise State,3.15
Virginia Commonwealth,2.0,W,69.95,0.5275,26.3,18.8,0.2185,Radford,0.5585,25.45,17.0,0.368,Radford,-3.11
Penn State,3.0,L,71.9333333333,0.5275,26.3,18.8,0.2185,Radford,0.52,30.1333333333,17.7,0.322,Radford,-3.11
James Madison,4.0,W,70.95,0.576,25.5333333333,17.4666666667,0.218333333333,Radford,0.51925,28.65,14.95,0.2915,Radford,-3.11
Liberty,5.0,L,70.04,0.5455,25.975,15.725,0.25175,Radford,0.5324,29.32,16.42,0.297,Radford,-3.11
Coastal Carolina,6.0,W,68.4,0.5086,29.42,14.92,0.2408,Radford,0.517,29.9833333333,17.0666666667,0.274166666667,Radford,-3.11
Virginia Tech,7.0,W,68.0857142857,0.494666666667,29.6166666667,15.0,0.220166666667,Radford,0.505285714286,30.3285714286,16.3285714286,0.255714285714,Radford,-3.11
Howard,9.0,L,68.4,0.4855,32.7,15.375,0.223,Radford,0.5,29.9555555556,15.2,0.276333333333,Radford,-3.11
North Carolina-Wilmington,10.0,L,68.65,0.482111111111,31.3555555556,14.8,0.213333333333,Radford,0.4943,29.93,14.93,0.27,Radford,-3.11
Chattanooga,10.0,W,68.65,0.482111111111,31.3555555556,14.8,0.213333333333,Radford,0.4943,29.93,14.93,0.27,Radford,-3.11
High Point,12.0,W,70.0333333333,0.4899,30.63,14.64,0.2092,Radford,0.509666666667,32.5583333333,14.525,0.258833333333,Radford,-3.11
Charleston Southern,13.0,L,69.7153846154,0.483,30.8727272727,15.1454545455,0.209,Radford,0.513230769231,32.4615384615,14.0307692308,0.248846153846,Radford,-3.11
Gardner-Webb,14.0,W,69.8,0.486166666667,30.8666666667,14.5916666667,0.196166666667,Radford,0.516285714286,31.6142857143,14.1357142857,0.2345,Radford,-3.11
North Carolina-Asheville,15.0,L,70.0133333333,0.479307692308,31.2384615385,14.8538461538,0.194538461538,Radford,0.5222,31.2466666667,14.1466666667,0.235266666667,Radford,-3.11
Presbyterian,17.0,W,70.0235294118,0.485933333333,30.7866666667,14.82,0.195,Radford,0.522705882353,30.2705882353,14.2588235294,0.233176470588,Radford,-3.11
Campbell,18.0,L,69.7166666667,0.49475,31.26875,14.99375,0.1930625,Radford,0.521,30.6277777778,14.2722222222,0.223722222222,Radford,-3.11
Gardner-Webb,19.0,L,69.4473684211,0.493117647059,31.6117647059,14.9411764706,0.194470588235,Radford,0.514526315789,30.8105263158,14.0,0.218526315789,Radford,-3.11
Longwood,20.0,L,69.655,0.499833333333,31.3388888889,14.8722222222,0.203166666667,Radford,0.51425,30.445,13.98,0.22655,Radford,-3.11
Winthrop,21.0,W,69.819047619,0.502263157895,31.5,14.9684210526,0.197315789474,Radford,0.518523809524,29.7,13.9428571429,0.244523809524,Radford,-3.11
Coastal Carolina,21.0,W,69.819047619,0.502263157895,31.5,14.9684210526,0.197315789474,Radford,0.518523809524,29.7,13.9428571429,0.244523809524,Radford,-3.11
North Carolina-Asheville,22.0,L,69.7681818182,0.4989,31.08,14.915,0.1923,Radford,0.520636363636,29.3227272727,14.0636363636,0.242681818182,Radford,-3.11
Winthrop,23.0,W,69.4391304348,0.498523809524,31.8333333333,15.1428571429,0.188333333333,Radford,0.521086956522,29.6130434783,14.4913043478,0.239391304348,Radford,-3.11
Liberty,25.0,L,69.652,0.506173913043,30.9130434783,15.4782608696,0.194130434783,Radford,0.52648,28.4,14.828,0.2372,Radford,-3.11
High Point,25.0,W,69.652,0.506173913043,30.9130434783,15.4782608696,0.194130434783,Radford,0.52648,28.4,14.828,0.2372,Radford,-3.11
Campbell,27.0,L,69.2185185185,0.50772,30.292,15.804,0.19236,Radford,0.522888888889,27.6888888889,14.5037037037,0.235518518519,Radford,-3.11
Longwood,28.0,W,69.3071428571,0.511076923077,30.2576923077,15.8230769231,0.188615384615,Radford,0.524071428571,27.9285714286,14.2857142857,0.240357142857,Radford,-3.11
Mississippi,2.0,W,86.7,0.396,27.3,13.2,0.284,Georgia Southern,0.483,37.65,12.3,0.478,Georgia Southern,-2.94
Auburn,3.0,W,85.2333333333,0.3825,22.75,16.6,0.2815,Georgia Southern,0.511333333333,31.9666666667,13.5333333333,0.46,Georgia Southern,-2.94
Citadel,4.0,W,84.975,0.419333333333,28.6666666667,17.1333333333,0.307,Georgia Southern,0.545,28.675,14.95,0.38725,Georgia Southern,-2.94
South Carolina Upstate,5.0,L,81.72,0.4585,26.5,15.525,0.298,Georgia Southern,0.5556,33.34,16.7,0.3844,Georgia Southern,-2.94
Savannah State,7.0,W,79.9714285714,0.4536,31.52,16.34,0.3176,Georgia Southern,0.573857142857,33.8857142857,16.5428571429,0.366571428571,Georgia Southern,-2.94
Duke,7.0,W,79.9714285714,0.4536,31.52,16.34,0.3176,Georgia Southern,0.573857142857,33.8857142857,16.5428571429,0.366571428571,Georgia Southern,-2.94
Winthrop,8.0,W,78.9875,0.453166666667,29.6833333333,15.0666666667,0.264666666667,Georgia Southern,0.577875,36.9375,15.9875,0.35675,Georgia Southern,-2.94
Stetson,10.0,L,78.03,0.466625,29.825,14.0625,0.250875,Georgia Southern,0.5633,34.04,16.4,0.3347,Georgia Southern,-2.94
Texas State,11.0,W,76.9545454545,0.457888888889,29.4555555556,14.1333333333,0.286444444444,Georgia Southern,0.566272727273,35.0818181818,16.5,0.350727272727,Georgia Southern,-2.94
Texas-Arlington,11.0,W,76.9545454545,0.457888888889,29.4555555556,14.1333333333,0.286444444444,Georgia Southern,0.566272727273,35.0818181818,16.5,0.350727272727,Georgia Southern,-2.94
South Alabama,13.0,W,76.8538461538,0.443090909091,28.2636363636,13.7454545455,0.275363636364,Georgia Southern,0.565461538462,35.0769230769,17.1461538462,0.353076923077,Georgia Southern,-2.94
Troy,14.0,L,76.3714285714,0.456,27.675,13.2,0.270083333333,Georgia Southern,0.566642857143,34.4785714286,17.0642857143,0.347785714286,Georgia Southern,-2.94
Louisiana-Lafayette,15.0,W,76.1466666667,0.449153846154,26.7615384615,12.7615384615,0.270923076923,Georgia Southern,0.563266666667,34.4,16.98,0.335333333333,Georgia Southern,-2.94
Louisiana-Monroe,16.0,L,75.51875,0.452785714286,25.8714285714,13.1428571429,0.274428571429,Georgia Southern,0.5508125,34.1875,16.81875,0.322875,Georgia Southern,-2.94
Georgia State,16.0,W,75.51875,0.452785714286,25.8714285714,13.1428571429,0.274428571429,Georgia Southern,0.5508125,34.1875,16.81875,0.322875,Georgia Southern,-2.94
Appalachian State,17.0,L,74.8588235294,0.450933333333,26.2333333333,13.3066666667,0.2728,Georgia Southern,0.544058823529,34.9529411765,16.9823529412,0.326352941176,Georgia Southern,-2.94
Arkansas-Little Rock,19.0,W,74.6526315789,0.459823529412,27.3764705882,13.1882352941,0.282764705882,Georgia Southern,0.550368421053,34.2421052632,16.6736842105,0.330842105263,Georgia Southern,-2.94
Arkansas State,19.0,L,74.6526315789,0.459823529412,27.3764705882,13.1882352941,0.282764705882,Georgia Southern,0.550368421053,34.2421052632,16.6736842105,0.330842105263,Georgia Southern,-2.94
Texas-Arlington,20.0,L,74.2,0.463888888889,27.9388888889,13.3888888889,0.2725,Georgia Southern,0.54735,34.03,16.86,0.3341,Georgia Southern,-2.94
Texas State,22.0,L,73.8045454545,0.47505,27.075,13.955,0.2765,Georgia Southern,0.540272727273,34.2954545455,17.0045454545,0.325045454545,Georgia Southern,-2.94
Troy,23.0,L,73.6652173913,0.47580952381,27.0714285714,14.0,0.279761904762,Georgia Southern,0.536608695652,33.9782608696,16.7608695652,0.325391304348,Georgia Southern,-2.94
South Alabama,24.0,W,73.6041666667,0.475545454545,27.0681818182,13.8045454545,0.276681818182,Georgia Southern,0.5395,34.3958333333,16.9875,0.325458333333,Georgia Southern,-2.94
Arkansas State,25.0,L,73.764,0.475695652174,27.6956521739,13.7434782609,0.277347826087,Georgia Southern,0.53224,33.748,16.896,0.32312,Georgia Southern,-2.94
Arkansas-Little Rock,26.0,W,73.4038461538,0.472041666667,27.2541666667,13.5291666667,0.285333333333,Georgia Southern,0.535153846154,33.5884615385,16.8961538462,0.3205,Georgia Southern,-2.94
Georgia State,26.0,L,73.4038461538,0.472041666667,27.2541666667,13.5291666667,0.285333333333,Georgia Southern,0.535153846154,33.5884615385,16.8961538462,0.3205,Georgia Southern,-2.94
Appalachian State,27.0,L,72.9962962963,0.46988,27.012,13.684,0.28452,Georgia Southern,0.532111111111,33.237037037,16.9148148148,0.311407407407,Georgia Southern,-2.94
Louisiana-Monroe,28.0,W,73.0785714286,0.476269230769,26.4346153846,13.5153846154,0.275923076923,Georgia Southern,0.525214285714,33.3321428571,16.9392857143,0.312392857143,Georgia Southern,-2.94
Louisiana-Lafayette,30.0,W,72.94,0.479142857143,26.1071428571,13.4857142857,0.272607142857,Georgia Southern,0.527933333333,33.84,16.7033333333,0.3114,Georgia Southern,-2.94
George Mason,2.0,L,73.85,0.446,22.6,8.4,0.339,Mercer,0.505,36.5,13.55,0.2455,Mercer,-4.27
Alabama State,2.0,L,73.85,0.446,22.6,8.4,0.339,Mercer,0.505,36.5,13.55,0.2455,Mercer,-4.27
Davidson,4.0,W,70.125,0.469333333333,34.9333333333,12.3333333333,0.252666666667,Mercer,0.4645,26.65,11.425,0.24525,Mercer,-4.27
Alcorn State,4.0,L,70.125,0.469333333333,34.9333333333,12.3333333333,0.252666666667,Mercer,0.4645,26.65,11.425,0.24525,Mercer,-4.27
Auburn,6.0,W,68.4333333333,0.4928,34.68,13.74,0.2606,Mercer,0.447333333333,25.0833333333,11.8166666667,0.238,Mercer,-4.27
Ohio State,7.0,W,68.6142857143,0.473666666667,34.45,16.8,0.241,Mercer,0.448857142857,26.3857142857,12.8714285714,0.225428571429,Mercer,-4.27
Kennesaw State,7.0,L,68.6142857143,0.473666666667,34.45,16.8,0.241,Mercer,0.448857142857,26.3857142857,12.8714285714,0.225428571429,Mercer,-4.27
Samford,9.0,L,67.8,0.4825,36.4625,16.6125,0.252875,Mercer,0.446666666667,24.6888888889,13.5444444444,0.262666666667,Mercer,-4.27
Chattanooga,10.0,W,68.04,0.479222222222,35.5888888889,17.2,0.254111111111,Mercer,0.4502,24.95,13.72,0.2721,Mercer,-4.27
Citadel,10.0,L,68.04,0.479222222222,35.5888888889,17.2,0.254111111111,Mercer,0.4502,24.95,13.72,0.2721,Mercer,-4.27
Furman,11.0,L,68.4727272727,0.4908,37.2,17.29,0.2541,Mercer,0.455363636364,25.2818181818,13.2363636364,0.260545454545,Mercer,-4.27
Wofford,12.0,L,68.1916666667,0.495090909091,36.5090909091,17.1090909091,0.253727272727,Mercer,0.463833333333,25.5583333333,13.8416666667,0.24825,Mercer,-4.27
East Tennessee State,13.0,W,67.4923076923,0.502833333333,35.7083333333,17.275,0.237,Mercer,0.467307692308,24.9923076923,13.5230769231,0.244,Mercer,-4.27
Western Carolina,15.0,W,67.16,0.494214285714,35.0428571429,17.2428571429,0.228857142857,Mercer,0.466733333333,24.8866666667,13.66,0.2486,Mercer,-4.27
VMI,16.0,L,67.0,0.4988,34.9266666667,17.02,0.24,Mercer,0.469375,24.58125,14.1125,0.2353125,Mercer,-4.27
North Carolina-Greensboro,17.0,L,66.9588235294,0.5044375,34.53125,16.8,0.24175,Mercer,0.472882352941,24.4235294118,14.4176470588,0.236470588235,Mercer,-4.27
Samford,18.0,L,66.9944444444,0.512941176471,34.6647058824,16.6764705882,0.238882352941,Mercer,0.475833333333,25.05,14.4888888889,0.233055555556,Mercer,-4.27
Citadel,18.0,L,66.9944444444,0.512941176471,34.6647058824,16.6764705882,0.238882352941,Mercer,0.475833333333,25.05,14.4888888889,0.233055555556,Mercer,-4.27
Chattanooga,20.0,W,67.56,0.508,35.8842105263,16.5842105263,0.238473684211,Mercer,0.4706,25.375,14.355,0.2323,Mercer,-4.27
Wofford,20.0,W,67.56,0.508,35.8842105263,16.5842105263,0.238473684211,Mercer,0.4706,25.375,14.355,0.2323,Mercer,-4.27
Furman,21.0,W,67.3571428571,0.50635,35.71,16.22,0.2374,Mercer,0.478857142857,25.4476190476,14.3666666667,0.232238095238,Mercer,-4.27
Western Carolina,22.0,W,67.1318181818,0.507714285714,35.5952380952,15.8523809524,0.236952380952,Mercer,0.482318181818,25.7590909091,13.9636363636,0.2415,Mercer,-4.27
East Tennessee State,24.0,W,66.6666666667,0.507782608696,36.1869565217,15.6565217391,0.238956521739,Mercer,0.490375,26.6,13.9208333333,0.240875,Mercer,-4.27
VMI,24.0,W,66.6666666667,0.507782608696,36.1869565217,15.6565217391,0.238956521739,Mercer,0.490375,26.6,13.9208333333,0.240875,Mercer,-4.27
North Carolina-Greensboro,26.0,W,66.8038461538,0.50444,36.068,15.42,0.24384,Mercer,0.493807692308,26.1307692308,13.6730769231,0.248,Mercer,-4.27
North Carolina A&amp;T,2.0,L,69.8,0.5725,46.75,19.5,0.2105,Florida,0.3435,21.6,16.75,0.1795,Florida,9.91
Vermont,2.0,L,69.8,0.5725,46.75,19.5,0.2105,Florida,0.3435,21.6,16.75,0.1795,Florida,9.91
Florida Gulf Coast,3.0,L,70.7,0.546,44.5,16.0666666667,0.24,Florida,0.377,20.6666666667,18.4333333333,0.206,Florida,9.91
Richmond,5.0,L,70.98,0.499,41.28,13.3,0.2218,Florida,0.3794,21.7,17.38,0.1704,Florida,9.91
Miami (FL),6.0,W,70.15,0.481666666667,38.7,13.3333333333,0.214,Florida,0.393,23.4666666667,17.3833333333,0.204166666667,Florida,9.91
Michigan State,6.0,W,70.15,0.481666666667,38.7,13.3333333333,0.214,Florida,0.393,23.4666666667,17.3833333333,0.204166666667,Florida,9.91
Jacksonville,8.0,L,69.275,0.479,36.925,12.7375,0.22125,Florida,0.398,25.45,16.5875,0.20075,Florida,9.91
Florida State,9.0,W,70.0777777778,0.473888888889,36.0888888889,12.9,0.231888888889,Florida,0.408444444444,24.5222222222,16.4888888889,0.197888888889,Florida,9.91
Georgia,10.0,L,70.44,0.4775,36.23,13.28,0.2549,Florida,0.4049,25.13,16.39,0.2103,Florida,9.91
Tennessee,10.0,W,70.44,0.4775,36.23,13.28,0.2549,Florida,0.4049,25.13,16.39,0.2103,Florida,9.91
Louisiana State,12.0,L,71.3666666667,0.465583333333,35.0166666667,12.85,0.249166666667,Florida,0.412333333333,26.2583333333,16.7083333333,0.222416666667,Florida,9.91
Texas A&amp;M,12.0,W,71.3666666667,0.465583333333,35.0166666667,12.85,0.249166666667,Florida,0.412333333333,26.2583333333,16.7083333333,0.222416666667,Florida,9.91
Mississippi,14.0,L,71.2785714286,0.477857142857,35.0,13.7428571429,0.247714285714,Florida,0.418357142857,26.2857142857,15.9357142857,0.2345,Florida,9.91
Mississippi State,15.0,L,71.6866666667,0.481066666667,34.7733333333,13.9666666667,0.2542,Florida,0.423333333333,25.4333333333,15.52,0.2308,Florida,9.91
Auburn,15.0,L,71.6866666667,0.481066666667,34.7733333333,13.9666666667,0.2542,Florida,0.423333333333,25.4333333333,15.52,0.2308,Florida,9.91
Vanderbilt,17.0,W,71.8823529412,0.484823529412,35.1823529412,14.2529411765,0.249647058824,Florida,0.423294117647,25.7882352941,16.0235294118,0.239588235294,Florida,9.91
West Virginia,17.0,L,71.8823529412,0.484823529412,35.1823529412,14.2529411765,0.249647058824,Florida,0.423294117647,25.7882352941,16.0235294118,0.239588235294,Florida,9.91
Arkansas,19.0,L,72.0,0.497578947368,34.4947368421,14.5736842105,0.280105263158,Florida,0.432526315789,26.6368421053,16.2736842105,0.239368421053,Florida,9.91
Kentucky,19.0,W,72.0,0.497578947368,34.4947368421,14.5736842105,0.280105263158,Florida,0.432526315789,26.6368421053,16.2736842105,0.239368421053,Florida,9.91
