"Team_ID","Date","Var.5","Opponent","School","School_url","Opponent_url","Pace","EFG","TOV","ORB","FTFGA","O_EFG","O_TOV","O_ORB","O_FTFGA"
"east-carolina","Sat, Jan 9, 2016","@","Temple","East Carolina","east-carolina","temple","59.8",".528","11.1","18.5",".075",".612","11.4","39.1",".121"
"east-carolina","Wed, Jan 13, 2016","","Southern Methodist (10)","East Carolina","east-carolina","southern-methodist","63.8",".472","16.3","15.6",".074",".619","17.0","42.9",".102"
"east-carolina","Sat, Jan 16, 2016","@","Central Florida","East Carolina","east-carolina","central-florida","71.8",".477","9.1","13.9",".091",".644","16.8","39.4",".220"
"east-carolina","Tue, Jan 19, 2016","","Tulsa","East Carolina","east-carolina","tulsa","69.3",".576","25.3","22.2",".348",".638","12.3","17.9",".172"
"east-carolina","Sun, Jan 24, 2016","@","Memphis","East Carolina","east-carolina","memphis","76.0",".580","16.1","29.2",".339",".507","17.3","48.5",".171"
"east-carolina","Wed, Jan 27, 2016","","Temple","East Carolina","east-carolina","temple","66.8",".434","10.8","22.9",".180",".466","18.3","29.4",".102"
"east-carolina","Sat, Jan 30, 2016","","Houston","East Carolina","east-carolina","houston","64.8",".571","18.8","41.7",".186",".599","14.8","40.5",".169"
"east-carolina","Sun, Feb 7, 2016","@","Connecticut","East Carolina","east-carolina","connecticut","68.4",".427","12.6","21.2",".226",".611","6.9","33.3",".127"
"east-carolina","Wed, Feb 10, 2016","","Tulane","East Carolina","east-carolina","tulane","68.5",".507","14.4","15.8",".338",".556","18.5","21.1",".278"
"east-carolina","Sat, Feb 13, 2016","@","Cincinnati","East Carolina","east-carolina","cincinnati","66.0",".457","16.0","24.2",".121",".550","13.3","37.9",".150"
"east-carolina","Tue, Feb 16, 2016","","South Florida","East Carolina","east-carolina","south-florida","66.8",".406","17.5","22.9",".170",".526","16.9","37.9",".158"
"east-carolina","Sun, Feb 21, 2016","@","Southern Methodist (21)","East Carolina","east-carolina","southern-methodist","62.7",".604","18.3","10.3",".104",".607","19.8","50.0",".107"
"east-carolina","Wed, Feb 24, 2016","@","Tulane","East Carolina","east-carolina","tulane","67.9",".654","15.5","16.0",".212",".508","12.7","29.7",".125"
"east-carolina","Sat, Feb 27, 2016","","Cincinnati","East Carolina","east-carolina","cincinnati","61.3",".500","16.6","16.1",".057",".500","10.0","28.1",".121"
"east-carolina","Wed, Mar 2, 2016","@","South Florida","East Carolina","east-carolina","south-florida","61.3",".410","17.5","31.3",".220",".287","19.5","32.6",".148"
"east-carolina","Sun, Mar 6, 2016","","Memphis","East Carolina","east-carolina","memphis","70.5",".418","25.1","27.3",".127",".619","13.1","25.0",".079"
"east-tennessee-state","Sat, Nov 14, 2015","","Averett","East Tennessee State","east-tennessee-state","averett","83.3",NA,NA,NA,NA,".577","9.9","41.9",".492"
"east-tennessee-state","Tue, Nov 17, 2015","","Green Bay","East Tennessee State","east-tennessee-state","green-bay","86.5",".583","13.8","25.0",".264",".440","8.9","31.9",".320"
"east-tennessee-state","Fri, Nov 20, 2015","@","Villanova (11)","East Tennessee State","east-tennessee-state","villanova","66.4",".356","16.7","31.7",".153",".619","17.0","53.6",".127"
"east-tennessee-state","Sun, Nov 22, 2015","@","Georgia Tech","East Tennessee State","east-tennessee-state","georgia-tech","62.1",".526","10.2","23.3",".158",".454","12.4","36.7",".352"
"east-tennessee-state","Tue, Nov 24, 2015","@","Charleston Southern","East Tennessee State","east-tennessee-state","charleston-southern","66.6",".561","12.2","26.7",".211",".627","16.4","25.0",".145"
"east-tennessee-state","Sat, Nov 28, 2015","","North Carolina-Wilmington","East Tennessee State","east-tennessee-state","north-carolina-wilmington","78.8",".529","25.0","12.9",".346",".636","14.9","36.7",".071"
"east-tennessee-state","Wed, Dec 2, 2015","@","Tennessee Tech","East Tennessee State","east-tennessee-state","tennessee-tech","74.7",".394","12.8","29.7",".070",".327","23.3","40.6",".633"
"east-tennessee-state","Thu, Dec 10, 2015","","Milligan","East Tennessee State","east-tennessee-state","milligan","81.6",NA,NA,NA,NA,".486","13.7","44.7",".389"
"east-tennessee-state","Tue, Dec 15, 2015","@","North Carolina-Asheville","East Tennessee State","east-tennessee-state","north-carolina-asheville","71.5",".529","21.8","20.0",".196",".589","17.8","45.2",".177"
"east-tennessee-state","Fri, Dec 18, 2015","","Eastern Kentucky","East Tennessee State","east-tennessee-state","eastern-kentucky","75.9",".636","21.3","34.5",".309",".643","26.1","20.8",".367"
"east-tennessee-state","Tue, Dec 22, 2015","@","Tennessee","East Tennessee State","east-tennessee-state","tennessee","72.7",".426","9.8","25.0",".132",".444","9.5","27.3",".317"
"east-tennessee-state","Wed, Dec 30, 2015","","Morehead State","East Tennessee State","east-tennessee-state","morehead-state","70.6",".521","18.2","33.3",".553",".484","15.2","42.4",".156"
"east-tennessee-state","Sat, Jan 2, 2016","@","Western Carolina","East Tennessee State","east-tennessee-state","western-carolina","67.6",".600","14.2","42.9",".291",".347","12.2","36.8",".424"
"east-tennessee-state","Mon, Jan 4, 2016","@","North Carolina Central","East Tennessee State","east-tennessee-state","north-carolina-central","68.9",".482","12.9","26.7",".298",".491","11.0","17.6",".302"
"east-tennessee-state","Sat, Jan 9, 2016","","North Carolina-Greensboro","East Tennessee State","east-tennessee-state","north-carolina-greensboro","70.8",".670","13.6","13.8",".283",".554","10.1","27.3",".169"
"east-tennessee-state","Mon, Jan 11, 2016","","Virginia Military Institute","East Tennessee State","east-tennessee-state","virginia-military-institute","67.0",".615","11.5","36.4",".213",".422","16.9","11.1",".034"
"east-tennessee-state","Thu, Jan 14, 2016","@","Samford","East Tennessee State","east-tennessee-state","samford","74.0",".598","20.6","27.3",".250",".569","17.3","24.2",".190"
"east-tennessee-state","Sat, Jan 16, 2016","@","Chattanooga","East Tennessee State","east-tennessee-state","chattanooga","73.0",".531","12.9","30.6",".250",".650","10.8","18.2",".580"
"east-tennessee-state","Thu, Jan 21, 2016","","Mercer","East Tennessee State","east-tennessee-state","mercer","61.7",".426","13.7","30.0",".213",".456","18.4","25.9",".193"
"east-tennessee-state","Sat, Jan 23, 2016","","Citadel","East Tennessee State","east-tennessee-state","citadel","84.0",".574","15.2","16.7",".216",".494","12.7","14.6",".134"
"east-tennessee-state","Thu, Jan 28, 2016","@","Wofford","East Tennessee State","east-tennessee-state","wofford","71.6",".423","9.5","32.4",".277",".563","12.7","31.3",".429"
"east-tennessee-state","Sat, Jan 30, 2016","@","Furman","East Tennessee State","east-tennessee-state","furman","65.7",".458","6.8","24.2",".271",".558","16.6","30.8",".308"
"east-tennessee-state","Thu, Feb 4, 2016","@","Virginia Military Institute","East Tennessee State","east-tennessee-state","virginia-military-institute","69.7",".518","19.1","28.1",".211",".465","17.2","18.4",".123"
"east-tennessee-state","Sat, Feb 6, 2016","@","North Carolina-Greensboro","East Tennessee State","east-tennessee-state","north-carolina-greensboro","62.6",".596","19.9","25.0",".115",".521","16.2","25.0",".313"
"east-tennessee-state","Thu, Feb 11, 2016","","Samford","East Tennessee State","east-tennessee-state","samford","68.2",".586","10.7","28.1",".297",".544","12.8","32.3",".491"
"east-tennessee-state","Sat, Feb 13, 2016","","Chattanooga","East Tennessee State","east-tennessee-state","chattanooga","65.9",".509","15.9","30.3",".218",".510","15.9","37.9",".500"
"east-tennessee-state","Mon, Feb 15, 2016","","Western Carolina","East Tennessee State","east-tennessee-state","western-carolina","69.9",".623","15.8","24.0",".321",".570","13.9","14.3",".400"
"east-tennessee-state","Thu, Feb 18, 2016","@","Citadel","East Tennessee State","east-tennessee-state","citadel","81.8",".426","22.1","35.9",".132",".320","19.7","11.4",".197"
"east-tennessee-state","Sat, Feb 20, 2016","@","Mercer","East Tennessee State","east-tennessee-state","mercer","63.1",".611","15.3","35.7",".204",".517","15.2","55.2",".220"
"east-tennessee-state","Thu, Feb 25, 2016","","Furman","East Tennessee State","east-tennessee-state","furman","75.4",".565","18.6","20.7",".352",".529","24.9","37.0",".385"
"east-tennessee-state","Sat, Feb 27, 2016","","Wofford","East Tennessee State","east-tennessee-state","wofford","72.3",".564","22.7","19.2",".383",".422","21.8","27.0",".451"
"eastern-illinois","Fri, Nov 13, 2015","@","Indiana (15)","Eastern Illinois","eastern-illinois","indiana","67.5",".380","18.2","11.8",".220",".598","17.2","65.6",".246"
"eastern-illinois","Mon, Nov 16, 2015","@","Ball State","Eastern Illinois","eastern-illinois","ball-state","63.1",".378","14.1","28.6",".388",".458","10.2","44.1",".300"
"eastern-illinois","Sat, Nov 21, 2015","","Western Illinois","Eastern Illinois","eastern-illinois","western-illinois","67.7",".438","13.2","25.6",".250",".637","16.4","21.7",".353"
"eastern-illinois","Sat, Nov 28, 2015","","Green Bay","Eastern Illinois","eastern-illinois","green-bay","86.4",".434","22.5","20.0",".311",".447","17.0","34.8",".333"
"eastern-illinois","Tue, Dec 1, 2015","","Indiana State","Eastern Illinois","eastern-illinois","indiana-state","66.8",".555","19.6","33.3",".127",".442","19.3","36.4",".308"
"eastern-illinois","Sat, Dec 5, 2015","","Northern Kentucky","Eastern Illinois","eastern-illinois","northern-kentucky","70.4",".563","17.1","13.9",".286",".455","18.5","31.6",".179"
"eastern-illinois","Wed, Dec 9, 2015","@","Marshall","Eastern Illinois","eastern-illinois","marshall","81.0",".493","13.7","16.2",".085",".561","23.9","40.6",".316"
"eastern-illinois","Sat, Dec 12, 2015","@","Western Illinois","Eastern Illinois","eastern-illinois","western-illinois","68.7",".405","19.1","28.6",".172",".352","13.9","47.7",".344"
"eastern-illinois","Sat, Dec 19, 2015","@","Houston","Eastern Illinois","eastern-illinois","houston","61.1",".521","18.1","41.9",".313",".569","13.6","44.4",".451"
"eastern-illinois","Mon, Dec 28, 2015","","Hannibal-LaGrange","Eastern Illinois","eastern-illinois","hannibal-lagrange","63.1",NA,NA,NA,NA,".570","9.4","34.4",".078"
"eastern-illinois","Thu, Dec 31, 2015","@","Tennessee Tech","Eastern Illinois","eastern-illinois","tennessee-tech","69.2",".571","7.7","25.0",".190",".755","15.0","27.3",".333"
"eastern-illinois","Sat, Jan 2, 2016","@","Jacksonville State","Eastern Illinois","eastern-illinois","jacksonville-state","66.6",".569","13.3","32.3",".155",".490","20.3","25.0",".300"
"eastern-illinois","Wed, Jan 6, 2016","","Tennessee State","Eastern Illinois","eastern-illinois","tennessee-state","61.5",".500","15.9","27.3",".196",".480","12.9","22.9",".360"
"eastern-illinois","Sat, Jan 9, 2016","@","Belmont","Eastern Illinois","eastern-illinois","belmont","71.9",".422","15.8","25.6",".078",".612","14.4","17.9",".241"
"eastern-illinois","Thu, Jan 14, 2016","","Eastern Kentucky","Eastern Illinois","eastern-illinois","eastern-kentucky","73.2",".681","10.3","23.1",".310",".647","16.8","14.3",".172"
"eastern-illinois","Sat, Jan 16, 2016","","Morehead State","Eastern Illinois","eastern-illinois","morehead-state","67.1",".551","16.8","31.3",".322",".523","17.0","32.4",".234"
"eastern-illinois","Thu, Jan 21, 2016","@","Murray State","Eastern Illinois","eastern-illinois","murray-state","64.0",".361","11.0","26.3",".352",".509","13.6","31.3",".218"
"eastern-illinois","Sat, Jan 23, 2016","@","Austin Peay","Eastern Illinois","eastern-illinois","austin-peay","70.8",".523","18.1","40.0",".273",".484","13.0","30.2",".397"
"eastern-illinois","Thu, Jan 28, 2016","","Tennessee-Martin","Eastern Illinois","eastern-illinois","tennessee-martin","69.3",".492","7.4","35.6",".277",".569","19.1","23.3",".138"
"eastern-illinois","Sat, Jan 30, 2016","@","Southern Illinois-Edwardsville","Eastern Illinois","eastern-illinois","southern-illinois-edwardsville","63.9",".471","13.2","16.7",".212",".315","18.1","43.2",".113"
"eastern-illinois","Mon, Feb 1, 2016","","St. Ambrose","Eastern Illinois","eastern-illinois","st-ambrose","75.6",NA,NA,NA,NA,".634","8.2","37.5",".239"
"eastern-illinois","Sat, Feb 6, 2016","","Southeast Missouri State","Eastern Illinois","eastern-illinois","southeast-missouri-state","73.3",".532","16.7","28.6",".175",".434","15.4","31.7",".262"
"eastern-illinois","Wed, Feb 10, 2016","","Austin Peay","Eastern Illinois","eastern-illinois","austin-peay","67.0",".508","12.1","23.5",".113",".491","13.5","46.9",".404"
"eastern-illinois","Sat, Feb 13, 2016","","Southern Illinois-Edwardsville","Eastern Illinois","eastern-illinois","southern-illinois-edwardsville","68.0",".389","10.6","24.3",".407",".462","20.7","51.7",".434"
"eastern-illinois","Thu, Feb 18, 2016","@","Tennessee-Martin","Eastern Illinois","eastern-illinois","tennessee-martin","71.3",".592","18.2","9.4",".217",".534","18.3","23.5",".407"
"eastern-illinois","Sat, Feb 20, 2016","@","Southeast Missouri State","Eastern Illinois","eastern-illinois","southeast-missouri-state","67.7",".533","10.6","27.3",".098",".446","12.3","33.3",".154"
"eastern-illinois","Thu, Feb 25, 2016","","Murray State","Eastern Illinois","eastern-illinois","murray-state","71.8",".630","16.9","19.2",".440",".491","11.7","21.2",".293"
"eastern-kentucky","Fri, Nov 13, 2015","","Coppin State","Eastern Kentucky","eastern-kentucky","coppin-state","88.3",".593","11.3","27.8",".240",".448","19.8","34.1",".299"
"eastern-kentucky","Mon, Nov 16, 2015","@","North Carolina-Wilmington","Eastern Kentucky","eastern-kentucky","north-carolina-wilmington","76.5",".363","22.2","27.8",".431",".500","16.7","36.8",".200"
