Team_ID,Date,Var.5,Opponent,School,School_url,Var.8,Opponent_url
abilene-christian,"Fri, Nov 13, 2015",,University of the Southwest,Abilene Christian,abilene-christian,W,the-southwest
abilene-christian,"Tue, Nov 17, 2015",,Howard Payne,Abilene Christian,abilene-christian,W,howard-payne
abilene-christian,"Sun, Nov 22, 2015",@,Portland,Abilene Christian,abilene-christian,L,portland
abilene-christian,"Tue, Nov 24, 2015",@,Colorado State,Abilene Christian,abilene-christian,L,colorado-state
abilene-christian,"Thu, Dec 3, 2015",,New Hampshire,Abilene Christian,abilene-christian,L,new-hampshire
abilene-christian,"Sat, Dec 5, 2015",@,Nebraska,Abilene Christian,abilene-christian,L,nebraska
abilene-christian,"Sat, Dec 12, 2015",,Schreiner,Abilene Christian,abilene-christian,W,schreiner
abilene-christian,"Fri, Dec 18, 2015",,UC-Riverside,Abilene Christian,abilene-christian,L,california-riverside
abilene-christian,"Sun, Dec 20, 2015",@,Texas Christian,Abilene Christian,abilene-christian,L,texas-christian
abilene-christian,"Tue, Dec 22, 2015",@,Drake,Abilene Christian,abilene-christian,L,drake
abilene-christian,"Wed, Dec 30, 2015",,Hillsdale,Abilene Christian,abilene-christian,W,hillsdale
abilene-christian,"Sat, Jan 2, 2016",@,Central Arkansas,Abilene Christian,abilene-christian,W,central-arkansas
abilene-christian,"Sat, Jan 9, 2016",@,Nicholls State,Abilene Christian,abilene-christian,L,nicholls-state
abilene-christian,"Tue, Jan 12, 2016",,Northwestern State,Abilene Christian,abilene-christian,W,northwestern-state
abilene-christian,"Sat, Jan 16, 2016",@,Stephen F. Austin,Abilene Christian,abilene-christian,L,stephen-f-austin
abilene-christian,"Tue, Jan 19, 2016",,McNeese State,Abilene Christian,abilene-christian,W,mcneese-state
abilene-christian,"Sat, Jan 23, 2016",@,Incarnate Word,Abilene Christian,abilene-christian,L,incarnate-word
abilene-christian,"Mon, Jan 25, 2016",@,Sam Houston State,Abilene Christian,abilene-christian,L,sam-houston-state
abilene-christian,"Sat, Jan 30, 2016",,Lamar,Abilene Christian,abilene-christian,W,lamar
abilene-christian,"Tue, Feb 2, 2016",,Houston Baptist,Abilene Christian,abilene-christian,W,houston-baptist
abilene-christian,"Sat, Feb 6, 2016",@,Southeastern Louisiana,Abilene Christian,abilene-christian,L,southeastern-louisiana
abilene-christian,"Mon, Feb 8, 2016",@,Lamar,Abilene Christian,abilene-christian,W,lamar
abilene-christian,"Mon, Feb 15, 2016",,Sam Houston State,Abilene Christian,abilene-christian,L,sam-houston-state
abilene-christian,"Thu, Feb 18, 2016",@,Houston Baptist,Abilene Christian,abilene-christian,L,houston-baptist
abilene-christian,"Sun, Feb 21, 2016",,Southeastern Louisiana,Abilene Christian,abilene-christian,W,southeastern-louisiana
abilene-christian,"Tue, Feb 23, 2016",@,Texas A&M-Corpus Christi,Abilene Christian,abilene-christian,L,texas-am-corpus-christi
abilene-christian,"Sat, Feb 27, 2016",,New Orleans,Abilene Christian,abilene-christian,W,new-orleans
abilene-christian,"Thu, Mar 3, 2016",,Incarnate Word,Abilene Christian,abilene-christian,L,incarnate-word
abilene-christian,"Sat, Mar 5, 2016",,Texas A&M-Corpus Christi,Abilene Christian,abilene-christian,L,texas-am-corpus-christi
air-force,"Fri, Nov 13, 2015",@,Southern Illinois,Air Force,air-force,L,southern-illinois
air-force,"Mon, Nov 16, 2015",,Tennessee Tech,Air Force,air-force,W,tennessee-tech
air-force,"Thu, Nov 19, 2015",,Mississippi Valley State,Air Force,air-force,W,mississippi-valley-state
air-force,"Sun, Nov 22, 2015",,Robert Morris,Air Force,air-force,W,robert-morris
air-force,"Wed, Nov 25, 2015",@,Colorado,Air Force,air-force,L,colorado
air-force,"Sat, Nov 28, 2015",,New Mexico State,Air Force,air-force,W,new-mexico-state
air-force,"Wed, Dec 2, 2015",,Citadel,Air Force,air-force,W,citadel
air-force,"Sat, Dec 5, 2015",@,Denver,Air Force,air-force,W,denver
air-force,"Tue, Dec 8, 2015",@,Ohio State,Air Force,air-force,L,ohio-state
air-force,"Sat, Dec 12, 2015",,Army,Air Force,air-force,L,army
air-force,"Sat, Dec 19, 2015",@,UC-Davis,Air Force,air-force,W,california-davis
air-force,"Tue, Dec 22, 2015",,Johnson & Wales,Air Force,air-force,W,johnson-wales
air-force,"Tue, Dec 29, 2015",,Western State,Air Force,air-force,W,western-state
air-force,"Sat, Jan 2, 2016",,San Jose State,Air Force,air-force,W,san-jose-state
air-force,"Wed, Jan 6, 2016",@,Wyoming,Air Force,air-force,L,wyoming
air-force,"Sat, Jan 9, 2016",,Nevada,Air Force,air-force,L,nevada
air-force,"Tue, Jan 12, 2016",@,Utah State,Air Force,air-force,L,utah-state
air-force,"Sat, Jan 16, 2016",@,Nevada-Las Vegas,Air Force,air-force,L,nevada-las-vegas
air-force,"Wed, Jan 20, 2016",,Colorado State,Air Force,air-force,L,colorado-state
air-force,"Sat, Jan 23, 2016",,Fresno State,Air Force,air-force,L,fresno-state
air-force,"Wed, Jan 27, 2016",@,New Mexico,Air Force,air-force,L,new-mexico
air-force,"Sat, Jan 30, 2016",@,San Jose State,Air Force,air-force,L,san-jose-state
air-force,"Tue, Feb 2, 2016",,Wyoming,Air Force,air-force,W,wyoming
air-force,"Sat, Feb 6, 2016",,Boise State,Air Force,air-force,W,boise-state
air-force,"Wed, Feb 10, 2016",@,Nevada,Air Force,air-force,L,nevada
air-force,"Sat, Feb 13, 2016",@,San Diego State,Air Force,air-force,L,san-diego-state
air-force,"Tue, Feb 16, 2016",,Nevada-Las Vegas,Air Force,air-force,W,nevada-las-vegas
air-force,"Sat, Feb 20, 2016",,New Mexico,Air Force,air-force,W,new-mexico
air-force,"Wed, Feb 24, 2016",@,Fresno State,Air Force,air-force,L,fresno-state
air-force,"Tue, Mar 1, 2016",,Utah State,Air Force,air-force,L,utah-state
air-force,"Sat, Mar 5, 2016",@,Colorado State,Air Force,air-force,L,colorado-state
akron,"Mon, Nov 16, 2015",,Hiram,Akron,akron,W,hiram
akron,"Wed, Nov 18, 2015",@,Arkansas,Akron,akron,W,arkansas
akron,"Sun, Nov 22, 2015",@,Villanova (11),Akron,akron,L,villanova
akron,"Tue, Nov 24, 2015",@,Green Bay,Akron,akron,L,green-bay
akron,"Fri, Nov 27, 2015",,Charleston Southern,Akron,akron,W,charleston-southern
akron,"Wed, Dec 2, 2015",,Coppin State,Akron,akron,W,coppin-state
akron,"Fri, Dec 4, 2015",@,Marshall,Akron,akron,W,marshall
akron,"Sat, Dec 12, 2015",,Bethune-Cookman,Akron,akron,W,bethune-cookman
akron,"Wed, Dec 30, 2015",,South Carolina State,Akron,akron,W,south-carolina-state
akron,"Sat, Jan 2, 2016",,Lipscomb,Akron,akron,W,lipscomb
akron,"Tue, Jan 5, 2016",@,Buffalo,Akron,akron,W,buffalo
akron,"Fri, Jan 8, 2016",,Western Michigan,Akron,akron,W,western-michigan
akron,"Tue, Jan 12, 2016",@,Central Michigan,Akron,akron,L,central-michigan
akron,"Fri, Jan 15, 2016",@,Toledo,Akron,akron,L,toledo
akron,"Tue, Jan 19, 2016",,Eastern Michigan,Akron,akron,W,eastern-michigan
akron,"Sat, Jan 23, 2016",,Miami (OH),Akron,akron,W,miami-oh
akron,"Tue, Jan 26, 2016",,Northern Illinois,Akron,akron,W,northern-illinois
akron,"Sat, Jan 30, 2016",@,Ball State,Akron,akron,W,ball-state
akron,"Tue, Feb 2, 2016",@,Ohio,Akron,akron,W,ohio
akron,"Fri, Feb 5, 2016",,Central Michigan,Akron,akron,W,central-michigan
akron,"Tue, Feb 9, 2016",@,Bowling Green State,Akron,akron,W,bowling-green-state
akron,"Sat, Feb 13, 2016",@,Northern Illinois,Akron,akron,L,northern-illinois
akron,"Tue, Feb 16, 2016",,Buffalo,Akron,akron,W,buffalo
akron,"Fri, Feb 19, 2016",@,Kent State,Akron,akron,L,kent-state
akron,"Tue, Feb 23, 2016",@,Miami (OH),Akron,akron,L,miami-oh
akron,"Fri, Feb 26, 2016",,Bowling Green State,Akron,akron,W,bowling-green-state
akron,"Tue, Mar 1, 2016",,Ohio,Akron,akron,W,ohio
akron,"Fri, Mar 4, 2016",,Kent State,Akron,akron,W,kent-state
alabama-am,"Fri, Nov 13, 2015",@,Tulane,Alabama A&amp;M,alabama-am,W,tulane
alabama-am,"Thu, Nov 19, 2015",,Southeast Missouri State,Alabama A&amp;M,alabama-am,W,southeast-missouri-state
alabama-am,"Sat, Nov 21, 2015",,Oakwood,Alabama A&amp;M,alabama-am,W,oakwood
alabama-am,"Tue, Nov 24, 2015",@,Jacksonville State,Alabama A&amp;M,alabama-am,W,jacksonville-state
alabama-am,"Sat, Nov 28, 2015",@,Murray State,Alabama A&amp;M,alabama-am,L,murray-state
alabama-am,"Sat, Dec 12, 2015",@,Saint Louis,Alabama A&amp;M,alabama-am,L,saint-louis
alabama-am,"Wed, Dec 16, 2015",@,Western Kentucky,Alabama A&amp;M,alabama-am,L,western-kentucky
alabama-am,"Tue, Dec 22, 2015",@,Evansville,Alabama A&amp;M,alabama-am,L,evansville
alabama-am,"Tue, Dec 29, 2015",@,Ball State,Alabama A&amp;M,alabama-am,L,ball-state
alabama-am,"Sat, Jan 2, 2016",@,Grambling,Alabama A&amp;M,alabama-am,L,grambling
alabama-am,"Mon, Jan 4, 2016",@,Jackson State,Alabama A&amp;M,alabama-am,L,jackson-state
alabama-am,"Sat, Jan 9, 2016",,Arkansas-Pine Bluff,Alabama A&amp;M,alabama-am,W,arkansas-pine-bluff
alabama-am,"Mon, Jan 11, 2016",,Mississippi Valley State,Alabama A&amp;M,alabama-am,L,mississippi-valley-state
alabama-am,"Sat, Jan 16, 2016",@,Alabama State,Alabama A&amp;M,alabama-am,W,alabama-state
alabama-am,"Sat, Jan 23, 2016",@,Alcorn State,Alabama A&amp;M,alabama-am,L,alcorn-state
alabama-am,"Mon, Jan 25, 2016",@,Southern,Alabama A&amp;M,alabama-am,L,southern
alabama-am,"Sat, Jan 30, 2016",,Prairie View,Alabama A&amp;M,alabama-am,W,prairie-view
alabama-am,"Mon, Feb 1, 2016",,Texas Southern,Alabama A&amp;M,alabama-am,L,texas-southern
alabama-am,"Sat, Feb 6, 2016",@,Arkansas-Pine Bluff,Alabama A&amp;M,alabama-am,W,arkansas-pine-bluff
alabama-am,"Mon, Feb 8, 2016",@,Mississippi Valley State,Alabama A&amp;M,alabama-am,L,mississippi-valley-state
alabama-am,"Sat, Feb 13, 2016",,Alabama State,Alabama A&amp;M,alabama-am,L,alabama-state
alabama-am,"Sat, Feb 20, 2016",,Alcorn State,Alabama A&amp;M,alabama-am,L,alcorn-state
alabama-am,"Mon, Feb 22, 2016",,Southern,Alabama A&amp;M,alabama-am,W,southern
alabama-am,"Sat, Feb 27, 2016",@,Texas Southern,Alabama A&amp;M,alabama-am,L,texas-southern
alabama-am,"Mon, Feb 29, 2016",@,Prairie View,Alabama A&amp;M,alabama-am,L,prairie-view
alabama-am,"Thu, Mar 3, 2016",,Grambling,Alabama A&amp;M,alabama-am,L,grambling
alabama-am,"Sat, Mar 5, 2016",,Jackson State,Alabama A&amp;M,alabama-am,W,jackson-state
alabama-birmingham,"Fri, Nov 13, 2015",@,Auburn,Alabama-Birmingham,alabama-birmingham,L,auburn
alabama-birmingham,"Mon, Nov 16, 2015",,Alabama State,Alabama-Birmingham,alabama-birmingham,W,alabama-state
alabama-birmingham,"Thu, Nov 19, 2015",@,Troy,Alabama-Birmingham,alabama-birmingham,W,troy
alabama-birmingham,"Sun, Nov 22, 2015",,Jacksonville State,Alabama-Birmingham,alabama-birmingham,W,jacksonville-state
alabama-birmingham,"Tue, Dec 1, 2015",,Georgia State,Alabama-Birmingham,alabama-birmingham,W,georgia-state
alabama-birmingham,"Sat, Dec 5, 2015",@,Illinois State,Alabama-Birmingham,alabama-birmingham,W,illinois-state
alabama-birmingham,"Sun, Dec 13, 2015",,Seattle,Alabama-Birmingham,alabama-birmingham,W,seattle
alabama-birmingham,"Wed, Dec 16, 2015",,South Carolina Upstate,Alabama-Birmingham,alabama-birmingham,W,south-carolina-upstate
alabama-birmingham,"Sat, Dec 19, 2015",@,South Florida,Alabama-Birmingham,alabama-birmingham,W,south-florida
alabama-birmingham,"Tue, Dec 22, 2015",,Hiwassee,Alabama-Birmingham,alabama-birmingham,W,hiwassee
alabama-birmingham,"Tue, Dec 29, 2015",,Stephen F. Austin,Alabama-Birmingham,alabama-birmingham,W,stephen-f-austin
alabama-birmingham,"Sun, Jan 3, 2016",,Middle Tennessee,Alabama-Birmingham,alabama-birmingham,W,middle-tennessee
alabama-birmingham,"Thu, Jan 7, 2016",,Texas-San Antonio,Alabama-Birmingham,alabama-birmingham,W,texas-san-antonio
alabama-birmingham,"Sat, Jan 9, 2016",,Texas-El Paso,Alabama-Birmingham,alabama-birmingham,W,texas-el-paso
alabama-birmingham,"Thu, Jan 14, 2016",@,Old Dominion,Alabama-Birmingham,alabama-birmingham,W,old-dominion
alabama-birmingham,"Sat, Jan 16, 2016",@,Charlotte,Alabama-Birmingham,alabama-birmingham,W,charlotte
alabama-birmingham,"Thu, Jan 21, 2016",,Rice,Alabama-Birmingham,alabama-birmingham,W,rice
alabama-birmingham,"Sat, Jan 23, 2016",,North Texas,Alabama-Birmingham,alabama-birmingham,W,north-texas
alabama-birmingham,"Thu, Jan 28, 2016",@,Western Kentucky,Alabama-Birmingham,alabama-birmingham,L,western-kentucky
alabama-birmingham,"Sat, Jan 30, 2016",@,Marshall,Alabama-Birmingham,alabama-birmingham,W,marshall
alabama-birmingham,"Thu, Feb 4, 2016",,Florida International,Alabama-Birmingham,alabama-birmingham,W,florida-international
alabama-birmingham,"Sat, Feb 6, 2016",,Florida Atlantic,Alabama-Birmingham,alabama-birmingham,W,florida-atlantic
alabama-birmingham,"Thu, Feb 11, 2016",@,Southern Mississippi,Alabama-Birmingham,alabama-birmingham,W,southern-mississippi
alabama-birmingham,"Sat, Feb 13, 2016",@,Louisiana Tech,Alabama-Birmingham,alabama-birmingham,L,louisiana-tech
alabama-birmingham,"Sun, Feb 21, 2016",@,Middle Tennessee,Alabama-Birmingham,alabama-birmingham,W,middle-tennessee
alabama-birmingham,"Thu, Feb 25, 2016",,Marshall,Alabama-Birmingham,alabama-birmingham,W,marshall
alabama-birmingham,"Sat, Feb 27, 2016",,Western Kentucky,Alabama-Birmingham,alabama-birmingham,W,western-kentucky
alabama-birmingham,"Thu, Mar 3, 2016",@,Florida International,Alabama-Birmingham,alabama-birmingham,W,florida-international
alabama-birmingham,"Sat, Mar 5, 2016",@,Florida Atlantic,Alabama-Birmingham,alabama-birmingham,W,florida-atlantic
alabama-state,"Sat, Nov 14, 2015",@,Virginia Tech,Alabama State,alabama-state,W,virginia-tech
alabama-state,"Mon, Nov 16, 2015",@,Alabama-Birmingham,Alabama State,alabama-state,L,alabama-birmingham
alabama-state,"Thu, Nov 19, 2015",@,Mercer,Alabama State,alabama-state,L,mercer
alabama-state,"Tue, Dec 1, 2015",@,Evansville,Alabama State,alabama-state,L,evansville
alabama-state,"Thu, Dec 3, 2015",,Auburn Montgomery,Alabama State,alabama-state,W,auburn-montgomery
alabama-state,"Sun, Dec 13, 2015",@,Jacksonville State,Alabama State,alabama-state,W,jacksonville-state
alabama-state,"Wed, Dec 16, 2015",@,Elon,Alabama State,alabama-state,L,elon
alabama-state,"Sun, Dec 20, 2015",@,Coastal Carolina,Alabama State,alabama-state,L,coastal-carolina
alabama-state,"Tue, Dec 22, 2015",@,Winthrop,Alabama State,alabama-state,L,winthrop
alabama-state,"Wed, Dec 30, 2015",,Fort Valley State,Alabama State,alabama-state,W,fort-valley-state
alabama-state,"Sat, Jan 2, 2016",@,Jackson State,Alabama State,alabama-state,L,jackson-state
alabama-state,"Mon, Jan 4, 2016",@,Grambling,Alabama State,alabama-state,L,grambling
alabama-state,"Sat, Jan 9, 2016",,Mississippi Valley State,Alabama State,alabama-state,W,mississippi-valley-state
alabama-state,"Mon, Jan 11, 2016",,Arkansas-Pine Bluff,Alabama State,alabama-state,L,arkansas-pine-bluff
alabama-state,"Sat, Jan 16, 2016",,Alabama A&M,Alabama State,alabama-state,L,alabama-am
alabama-state,"Sat, Jan 23, 2016",@,Southern,Alabama State,alabama-state,L,southern
alabama-state,"Mon, Jan 25, 2016",@,Alcorn State,Alabama State,alabama-state,L,alcorn-state
alabama-state,"Sat, Jan 30, 2016",,Texas Southern,Alabama State,alabama-state,L,texas-southern
alabama-state,"Mon, Feb 1, 2016",,Prairie View,Alabama State,alabama-state,W,prairie-view
alabama-state,"Sat, Feb 6, 2016",@,Mississippi Valley State,Alabama State,alabama-state,W,mississippi-valley-state
alabama-state,"Mon, Feb 8, 2016",@,Arkansas-Pine Bluff,Alabama State,alabama-state,L,arkansas-pine-bluff
alabama-state,"Sat, Feb 13, 2016",@,Alabama A&M,Alabama State,alabama-state,W,alabama-am
alabama-state,"Sat, Feb 20, 2016",,Southern,Alabama State,alabama-state,W,southern
alabama-state,"Mon, Feb 22, 2016",,Alcorn State,Alabama State,alabama-state,W,alcorn-state
alabama-state,"Sat, Feb 27, 2016",@,Prairie View,Alabama State,alabama-state,W,prairie-view
alabama-state,"Mon, Feb 29, 2016",@,Texas Southern,Alabama State,alabama-state,L,texas-southern
alabama-state,"Thu, Mar 3, 2016",,Jackson State,Alabama State,alabama-state,W,jackson-state
alabama-state,"Sat, Mar 5, 2016",,Grambling,Alabama State,alabama-state,W,grambling
alabama,"Fri, Nov 13, 2015",,Kennesaw State,Alabama,alabama,W,kennesaw-state
alabama,"Tue, Nov 17, 2015",@,Dayton,Alabama,alabama,L,dayton
alabama,"Fri, Nov 20, 2015",,Louisiana-Lafayette,Alabama,alabama,W,louisiana-lafayette
alabama,"Fri, Dec 4, 2015",@,Southern Mississippi,Alabama,alabama,W,southern-mississippi
alabama,"Sun, Dec 13, 2015",@,Clemson,Alabama,alabama,W,clemson
alabama,"Wed, Dec 16, 2015",,Winthrop,Alabama,alabama,W,winthrop
alabama,"Tue, Dec 29, 2015",,Jacksonville State,Alabama,alabama,W,jacksonville-state
alabama,"Sat, Jan 2, 2016",,Norfolk State,Alabama,alabama,W,norfolk-state
alabama,"Thu, Jan 7, 2016",@,Mississippi,Alabama,alabama,L,mississippi
alabama,"Sat, Jan 9, 2016",,Kentucky (9),Alabama,alabama,L,kentucky
alabama,"Wed, Jan 13, 2016",,South Carolina (19),Alabama,alabama,W,south-carolina
alabama,"Sat, Jan 16, 2016",@,Vanderbilt,Alabama,alabama,L,vanderbilt
alabama,"Tue, Jan 19, 2016",@,Auburn,Alabama,alabama,L,auburn
alabama,"Sat, Jan 23, 2016",,Louisiana State,Alabama,alabama,L,louisiana-state
alabama,"Tue, Jan 26, 2016",,Tennessee,Alabama,alabama,W,tennessee
alabama,"Sat, Jan 30, 2016",@,South Carolina,Alabama,alabama,L,south-carolina
alabama,"Tue, Feb 2, 2016",@,Mississippi State,Alabama,alabama,W,mississippi-state
alabama,"Sat, Feb 6, 2016",,Missouri,Alabama,alabama,W,missouri
alabama,"Wed, Feb 10, 2016",,Texas A&M (15),Alabama,alabama,W,texas-am
alabama,"Sat, Feb 13, 2016",@,Florida,Alabama,alabama,W,florida
alabama,"Wed, Feb 17, 2016",@,Louisiana State,Alabama,alabama,W,louisiana-state
alabama,"Sat, Feb 20, 2016",,Mississippi State,Alabama,alabama,L,mississippi-state
alabama,"Tue, Feb 23, 2016",@,Kentucky (16),Alabama,alabama,L,kentucky
alabama,"Sat, Feb 27, 2016",,Auburn,Alabama,alabama,W,auburn
alabama,"Wed, Mar 2, 2016",,Arkansas,Alabama,alabama,L,arkansas
alabama,"Sat, Mar 5, 2016",@,Georgia,Alabama,alabama,L,georgia
albany-ny,"Fri, Nov 13, 2015",@,Kentucky (2),Albany (NY),albany-ny,L,kentucky
albany-ny,"Mon, Nov 16, 2015",@,Boston University,Albany (NY),albany-ny,L,boston-university
albany-ny,"Thu, Nov 19, 2015",,Colgate,Albany (NY),albany-ny,W,colgate
albany-ny,"Sat, Nov 21, 2015",,SUNY-Oneonta,Albany (NY),albany-ny,W,suny-oneonta
albany-ny,"Tue, Nov 24, 2015",@,South Florida,Albany (NY),albany-ny,L,south-florida
albany-ny,"Fri, Nov 27, 2015",,NJIT,Albany (NY),albany-ny,W,njit
albany-ny,"Sun, Nov 29, 2015",,Yale,Albany (NY),albany-ny,W,yale
albany-ny,"Tue, Dec 1, 2015",@,Quinnipiac,Albany (NY),albany-ny,W,quinnipiac
albany-ny,"Sat, Dec 5, 2015",@,Holy Cross,Albany (NY),albany-ny,W,holy-cross
albany-ny,"Wed, Dec 9, 2015",@,Marist,Albany (NY),albany-ny,W,marist
albany-ny,"Sat, Dec 12, 2015",@,Siena,Albany (NY),albany-ny,L,siena
albany-ny,"Sat, Dec 19, 2015",,Saint Francis (PA),Albany (NY),albany-ny,W,saint-francis-pa
albany-ny,"Wed, Dec 23, 2015",,Niagara,Albany (NY),albany-ny,W,niagara
albany-ny,"Tue, Dec 29, 2015",@,St. Francis (NY),Albany (NY),albany-ny,W,st-francis-ny
albany-ny,"Sat, Jan 2, 2016",@,Cornell,Albany (NY),albany-ny,W,cornell
albany-ny,"Wed, Jan 6, 2016",,Maryland-Baltimore County,Albany (NY),albany-ny,W,maryland-baltimore-county
albany-ny,"Sat, Jan 9, 2016",@,Vermont,Albany (NY),albany-ny,W,vermont
albany-ny,"Tue, Jan 12, 2016",,New Hampshire,Albany (NY),albany-ny,W,new-hampshire
albany-ny,"Fri, Jan 15, 2016",@,Maine,Albany (NY),albany-ny,L,maine
albany-ny,"Mon, Jan 18, 2016",,Binghamton,Albany (NY),albany-ny,W,binghamton
albany-ny,"Fri, Jan 22, 2016",@,Stony Brook,Albany (NY),albany-ny,L,stony-brook
albany-ny,"Wed, Jan 27, 2016",,Massachusetts-Lowell,Albany (NY),albany-ny,W,massachusetts-lowell
albany-ny,"Sat, Jan 30, 2016",@,Hartford,Albany (NY),albany-ny,W,hartford
albany-ny,"Wed, Feb 3, 2016",@,Maryland-Baltimore County,Albany (NY),albany-ny,W,maryland-baltimore-county
albany-ny,"Sat, Feb 6, 2016",,Vermont,Albany (NY),albany-ny,W,vermont
albany-ny,"Mon, Feb 8, 2016",@,Binghamton,Albany (NY),albany-ny,W,binghamton
albany-ny,"Thu, Feb 11, 2016",@,New Hampshire,Albany (NY),albany-ny,L,new-hampshire
albany-ny,"Sun, Feb 14, 2016",,Maine,Albany (NY),albany-ny,W,maine
albany-ny,"Wed, Feb 17, 2016",,Stony Brook,Albany (NY),albany-ny,W,stony-brook
albany-ny,"Wed, Feb 24, 2016",@,Massachusetts-Lowell,Albany (NY),albany-ny,W,massachusetts-lowell
albany-ny,"Sat, Feb 27, 2016",,Hartford,Albany (NY),albany-ny,W,hartford
albany-ny,"Wed, Mar 2, 2016",,Hartford,Albany (NY),albany-ny,L,hartford
alcorn-state,"Thu, Nov 19, 2015",@,Grand Canyon,Alcorn State,alcorn-state,L,grand-canyon
alcorn-state,"Sun, Nov 22, 2015",@,Texas-El Paso,Alcorn State,alcorn-state,L,texas-el-paso
alcorn-state,"Tue, Nov 24, 2015",@,Portland,Alcorn State,alcorn-state,L,portland
alcorn-state,"Mon, Nov 30, 2015",@,Indiana,Alcorn State,alcorn-state,L,indiana
alcorn-state,"Sat, Dec 5, 2015",@,Mercer,Alcorn State,alcorn-state,L,mercer
alcorn-state,"Mon, Dec 14, 2015",,Blue Mountain College,Alcorn State,alcorn-state,W,blue-mountain-college
alcorn-state,"Mon, Dec 21, 2015",@,Tennessee-Martin,Alcorn State,alcorn-state,L,tennessee-martin
alcorn-state,"Wed, Dec 30, 2015",,Louisiana College,Alcorn State,alcorn-state,W,louisiana-college
alcorn-state,"Sat, Jan 2, 2016",@,Prairie View,Alcorn State,alcorn-state,W,prairie-view
alcorn-state,"Mon, Jan 4, 2016",@,Texas Southern,Alcorn State,alcorn-state,L,texas-southern
alcorn-state,"Sat, Jan 9, 2016",,Jackson State,Alcorn State,alcorn-state,L,jackson-state
alcorn-state,"Mon, Jan 11, 2016",,Grambling,Alcorn State,alcorn-state,W,grambling
alcorn-state,"Sat, Jan 16, 2016",@,Mississippi Valley State,Alcorn State,alcorn-state,W,mississippi-valley-state
alcorn-state,"Mon, Jan 18, 2016",@,Arkansas-Pine Bluff,Alcorn State,alcorn-state,W,arkansas-pine-bluff
alcorn-state,"Sat, Jan 23, 2016",,Alabama A&M,Alcorn State,alcorn-state,W,alabama-am
alcorn-state,"Mon, Jan 25, 2016",,Alabama State,Alcorn State,alcorn-state,W,alabama-state
alcorn-state,"Sat, Jan 30, 2016",@,Southern,Alcorn State,alcorn-state,L,southern
alcorn-state,"Sat, Feb 6, 2016",@,Jackson State,Alcorn State,alcorn-state,W,jackson-state
alcorn-state,"Mon, Feb 8, 2016",@,Grambling,Alcorn State,alcorn-state,W,grambling
alcorn-state,"Sat, Feb 13, 2016",,Mississippi Valley State,Alcorn State,alcorn-state,W,mississippi-valley-state
alcorn-state,"Mon, Feb 15, 2016",,Arkansas-Pine Bluff,Alcorn State,alcorn-state,W,arkansas-pine-bluff
alcorn-state,"Sat, Feb 20, 2016",@,Alabama A&M,Alcorn State,alcorn-state,W,alabama-am
alcorn-state,"Mon, Feb 22, 2016",@,Alabama State,Alcorn State,alcorn-state,L,alabama-state
alcorn-state,"Sat, Feb 27, 2016",,Southern,Alcorn State,alcorn-state,W,southern
alcorn-state,"Thu, Mar 3, 2016",,Prairie View,Alcorn State,alcorn-state,W,prairie-view
alcorn-state,"Sat, Mar 5, 2016",,Texas Southern,Alcorn State,alcorn-state,L,texas-southern
american,"Fri, Nov 13, 2015",@,Rhode Island,American,american,L,rhode-island
american,"Tue, Nov 17, 2015",,Hampton,American,american,L,hampton
american,"Sat, Nov 21, 2015",@,Saint Francis (PA),American,american,L,saint-francis-pa
american,"Wed, Nov 25, 2015",@,Virginia Commonwealth,American,american,L,virginia-commonwealth
american,"Sat, Nov 28, 2015",@,New Hampshire,American,american,W,new-hampshire
american,"Tue, Dec 1, 2015",@,Mount St. Mary's,American,american,L,mount-st-marys
american,"Fri, Dec 4, 2015",@,Youngstown State,American,american,W,youngstown-state
american,"Sun, Dec 6, 2015",@,Wagner,American,american,L,wagner
american,"Thu, Dec 17, 2015",,Stony Brook,American,american,L,stony-brook
american,"Sun, Dec 20, 2015",,Maryland-Eastern Shore,American,american,L,maryland-eastern-shore
american,"Tue, Dec 22, 2015",@,Louisiana State,American,american,L,louisiana-state
american,"Wed, Dec 30, 2015",@,Loyola (MD),American,american,L,loyola-md
american,"Sun, Jan 3, 2016",,Colgate,American,american,L,colgate
american,"Wed, Jan 6, 2016",@,Bucknell,American,american,L,bucknell
american,"Sat, Jan 9, 2016",,Lehigh,American,american,L,lehigh
american,"Wed, Jan 13, 2016",,Boston University,American,american,L,boston-university
american,"Sun, Jan 17, 2016",@,Army,American,american,L,army
american,"Wed, Jan 20, 2016",@,Lafayette,American,american,W,lafayette
american,"Wed, Jan 27, 2016",@,Navy,American,american,W,navy
american,"Sat, Jan 30, 2016",@,Colgate,American,american,W,colgate
american,"Mon, Feb 1, 2016",,Holy Cross,American,american,W,holy-cross
american,"Wed, Feb 3, 2016",,Bucknell,American,american,W,bucknell
american,"Sat, Feb 6, 2016",@,Lehigh,American,american,L,lehigh
american,"Wed, Feb 10, 2016",@,Boston University,American,american,L,boston-university
american,"Sat, Feb 13, 2016",,Army,American,american,L,army
american,"Wed, Feb 17, 2016",,Lafayette,American,american,W,lafayette
american,"Sun, Feb 21, 2016",@,Holy Cross,American,american,W,holy-cross
american,"Wed, Feb 24, 2016",,Navy,American,american,W,navy
american,"Sat, Feb 27, 2016",,Loyola (MD),American,american,W,loyola-md
