Team_ID,Date,Var.5,Opponent,School,School_url,Var.8,Opponent_url
mount-st-marys,"Thu, Jan 28, 2016",,Robert Morris,Mount St. Mary's,mount-st-marys,W,robert-morris
mount-st-marys,"Sat, Jan 30, 2016",,Wagner,Mount St. Mary's,mount-st-marys,L,wagner
mount-st-marys,"Thu, Feb 4, 2016",@,Long Island University,Mount St. Mary's,mount-st-marys,L,long-island-university
mount-st-marys,"Sat, Feb 6, 2016",@,Wagner,Mount St. Mary's,mount-st-marys,L,wagner
mount-st-marys,"Thu, Feb 11, 2016",,Sacred Heart,Mount St. Mary's,mount-st-marys,W,sacred-heart
mount-st-marys,"Sat, Feb 13, 2016",,Saint Francis (PA),Mount St. Mary's,mount-st-marys,W,saint-francis-pa
mount-st-marys,"Thu, Feb 18, 2016",@,Central Connecticut State,Mount St. Mary's,mount-st-marys,L,central-connecticut-state
mount-st-marys,"Sat, Feb 20, 2016",@,Bryant,Mount St. Mary's,mount-st-marys,W,bryant
mount-st-marys,"Thu, Feb 25, 2016",,Fairleigh Dickinson,Mount St. Mary's,mount-st-marys,L,fairleigh-dickinson
mount-st-marys,"Sat, Feb 27, 2016",@,St. Francis (NY),Mount St. Mary's,mount-st-marys,L,st-francis-ny
mount-st-marys,"Wed, Mar 2, 2016",@,St. Francis (NY),Mount St. Mary's,mount-st-marys,W,st-francis-ny
mount-st-marys,"Sat, Mar 5, 2016",@,Fairleigh Dickinson,Mount St. Mary's,mount-st-marys,L,fairleigh-dickinson
murray-state,"Fri, Nov 13, 2015",,Harris-Stowe,Murray State,murray-state,W,harris-stowe
murray-state,"Tue, Nov 17, 2015",,Middle Tennessee,Murray State,murray-state,W,middle-tennessee
murray-state,"Fri, Nov 20, 2015",@,Georgia,Murray State,murray-state,L,georgia
murray-state,"Sat, Nov 28, 2015",,Alabama A&M,Murray State,murray-state,W,alabama-am
murray-state,"Wed, Dec 2, 2015",@,Houston,Murray State,murray-state,L,houston
murray-state,"Sat, Dec 5, 2015",,Evansville,Murray State,murray-state,L,evansville
murray-state,"Sun, Dec 13, 2015",@,Illinois State,Murray State,murray-state,L,illinois-state
murray-state,"Fri, Dec 18, 2015",,Southern Illinois,Murray State,murray-state,L,southern-illinois
murray-state,"Tue, Dec 22, 2015",@,Wright State,Murray State,murray-state,L,wright-state
murray-state,"Wed, Dec 30, 2015",,Brescia,Murray State,murray-state,W,brescia
murray-state,"Sat, Jan 2, 2016",,Morehead State,Murray State,murray-state,W,morehead-state
murray-state,"Thu, Jan 7, 2016",,Tennessee Tech,Murray State,murray-state,L,tennessee-tech
murray-state,"Sat, Jan 9, 2016",,Jacksonville State,Murray State,murray-state,W,jacksonville-state
murray-state,"Thu, Jan 14, 2016",@,Belmont,Murray State,murray-state,L,belmont
murray-state,"Sat, Jan 16, 2016",@,Tennessee State,Murray State,murray-state,L,tennessee-state
murray-state,"Thu, Jan 21, 2016",,Eastern Illinois,Murray State,murray-state,W,eastern-illinois
murray-state,"Sat, Jan 23, 2016",,Southern Illinois-Edwardsville,Murray State,murray-state,W,southern-illinois-edwardsville
murray-state,"Wed, Jan 27, 2016",@,Eastern Kentucky,Murray State,murray-state,W,eastern-kentucky
murray-state,"Sat, Jan 30, 2016",@,Tennessee-Martin,Murray State,murray-state,L,tennessee-martin
murray-state,"Thu, Feb 4, 2016",@,Southeast Missouri State,Murray State,murray-state,W,southeast-missouri-state
murray-state,"Sat, Feb 6, 2016",,Austin Peay,Murray State,murray-state,L,austin-peay
murray-state,"Thu, Feb 11, 2016",@,Southern Illinois-Edwardsville,Murray State,murray-state,W,southern-illinois-edwardsville
murray-state,"Sat, Feb 13, 2016",,Southeast Missouri State,Murray State,murray-state,W,southeast-missouri-state
murray-state,"Sat, Feb 20, 2016",@,Austin Peay,Murray State,murray-state,W,austin-peay
murray-state,"Thu, Feb 25, 2016",@,Eastern Illinois,Murray State,murray-state,L,eastern-illinois
murray-state,"Sat, Feb 27, 2016",,Tennessee-Martin,Murray State,murray-state,W,tennessee-martin
navy,"Fri, Nov 13, 2015",,Florida,Navy,navy,L,florida
navy,"Mon, Nov 16, 2015",,College of Charleston,Navy,navy,L,college-of-charleston
navy,"Thu, Nov 19, 2015",@,South Carolina Upstate,Navy,navy,W,south-carolina-upstate
navy,"Sun, Nov 22, 2015",,Goucher,Navy,navy,W,goucher
navy,"Wed, Nov 25, 2015",@,Maryland-Baltimore County,Navy,navy,W,maryland-baltimore-county
navy,"Fri, Nov 27, 2015",@,North Carolina-Greensboro,Navy,navy,W,north-carolina-greensboro
navy,"Wed, Dec 2, 2015",@,Pennsylvania,Navy,navy,W,pennsylvania
navy,"Sat, Dec 12, 2015",@,Virginia Military Institute,Navy,navy,W,virginia-military-institute
navy,"Mon, Dec 14, 2015",,South Carolina Upstate,Navy,navy,L,south-carolina-upstate
navy,"Tue, Dec 22, 2015",,Furman,Navy,navy,W,furman
navy,"Wed, Dec 30, 2015",@,Bucknell,Navy,navy,L,bucknell
navy,"Sat, Jan 2, 2016",,Holy Cross,Navy,navy,W,holy-cross
navy,"Wed, Jan 6, 2016",@,Boston University,Navy,navy,W,boston-university
navy,"Sat, Jan 9, 2016",@,Colgate,Navy,navy,W,colgate
navy,"Wed, Jan 13, 2016",,Loyola (MD),Navy,navy,W,loyola-md
navy,"Sat, Jan 16, 2016",,Lafayette,Navy,navy,W,lafayette
navy,"Wed, Jan 20, 2016",@,Lehigh,Navy,navy,W,lehigh
navy,"Wed, Jan 27, 2016",,American,Navy,navy,L,american
navy,"Sat, Jan 30, 2016",@,Holy Cross,Navy,navy,L,holy-cross
navy,"Mon, Feb 1, 2016",@,Army,Navy,navy,W,army
navy,"Wed, Feb 3, 2016",,Boston University,Navy,navy,L,boston-university
navy,"Sat, Feb 6, 2016",,Colgate,Navy,navy,L,colgate
navy,"Wed, Feb 10, 2016",@,Loyola (MD),Navy,navy,W,loyola-md
navy,"Sat, Feb 13, 2016",@,Lafayette,Navy,navy,W,lafayette
navy,"Wed, Feb 17, 2016",,Lehigh,Navy,navy,L,lehigh
navy,"Sat, Feb 20, 2016",,Army,Navy,navy,L,army
navy,"Wed, Feb 24, 2016",@,American,Navy,navy,L,american
navy,"Sat, Feb 27, 2016",,Bucknell,Navy,navy,L,bucknell
navy,"Tue, Mar 1, 2016",,Lafayette,Navy,navy,W,lafayette
navy,"Thu, Mar 3, 2016",@,Lehigh,Navy,navy,L,lehigh
nebraska-omaha,"Fri, Nov 13, 2015",,UC-Santa Barbara,Nebraska-Omaha,nebraska-omaha,L,california-santa-barbara
nebraska-omaha,"Sun, Nov 15, 2015",,Saint Mary's (MN),Nebraska-Omaha,nebraska-omaha,W,saint-marys-mn
nebraska-omaha,"Tue, Nov 17, 2015",,Missouri-Kansas City,Nebraska-Omaha,nebraska-omaha,W,missouri-kansas-city
nebraska-omaha,"Sun, Nov 22, 2015",@,Colorado,Nebraska-Omaha,nebraska-omaha,L,colorado
nebraska-omaha,"Wed, Nov 25, 2015",@,Northern Colorado,Nebraska-Omaha,nebraska-omaha,W,northern-colorado
nebraska-omaha,"Fri, Nov 27, 2015",@,Minnesota,Nebraska-Omaha,nebraska-omaha,L,minnesota
nebraska-omaha,"Tue, Dec 1, 2015",,Eastern Michigan,Nebraska-Omaha,nebraska-omaha,L,eastern-michigan
nebraska-omaha,"Sun, Dec 6, 2015",@,Montana State,Nebraska-Omaha,nebraska-omaha,W,montana-state
nebraska-omaha,"Wed, Dec 9, 2015",@,Missouri,Nebraska-Omaha,nebraska-omaha,L,missouri
nebraska-omaha,"Sun, Dec 13, 2015",@,Grand Canyon,Nebraska-Omaha,nebraska-omaha,W,grand-canyon
nebraska-omaha,"Wed, Dec 16, 2015",,Simpson,Nebraska-Omaha,nebraska-omaha,W,simpson
nebraska-omaha,"Sat, Dec 19, 2015",@,Wyoming,Nebraska-Omaha,nebraska-omaha,L,wyoming
nebraska-omaha,"Fri, Jan 1, 2016",,Western Illinois,Nebraska-Omaha,nebraska-omaha,W,western-illinois
nebraska-omaha,"Sun, Jan 3, 2016",,IUPUI,Nebraska-Omaha,nebraska-omaha,W,iupui
nebraska-omaha,"Thu, Jan 7, 2016",@,North Dakota State,Nebraska-Omaha,nebraska-omaha,W,north-dakota-state
nebraska-omaha,"Sat, Jan 9, 2016",@,South Dakota,Nebraska-Omaha,nebraska-omaha,W,south-dakota
nebraska-omaha,"Sat, Jan 16, 2016",,IPFW,Nebraska-Omaha,nebraska-omaha,L,ipfw
nebraska-omaha,"Thu, Jan 21, 2016",@,Denver,Nebraska-Omaha,nebraska-omaha,W,denver
nebraska-omaha,"Sat, Jan 23, 2016",@,Oral Roberts,Nebraska-Omaha,nebraska-omaha,W,oral-roberts
nebraska-omaha,"Thu, Jan 28, 2016",@,South Dakota State,Nebraska-Omaha,nebraska-omaha,L,south-dakota-state
nebraska-omaha,"Sat, Jan 30, 2016",,South Dakota,Nebraska-Omaha,nebraska-omaha,W,south-dakota
nebraska-omaha,"Wed, Feb 3, 2016",@,Western Illinois,Nebraska-Omaha,nebraska-omaha,L,western-illinois
nebraska-omaha,"Sat, Feb 6, 2016",,Denver,Nebraska-Omaha,nebraska-omaha,L,denver
nebraska-omaha,"Wed, Feb 10, 2016",,South Dakota State,Nebraska-Omaha,nebraska-omaha,W,south-dakota-state
nebraska-omaha,"Sat, Feb 13, 2016",,North Dakota State,Nebraska-Omaha,nebraska-omaha,W,north-dakota-state
nebraska-omaha,"Wed, Feb 17, 2016",@,IUPUI,Nebraska-Omaha,nebraska-omaha,L,iupui
nebraska-omaha,"Sat, Feb 20, 2016",@,IPFW,Nebraska-Omaha,nebraska-omaha,L,ipfw
nebraska-omaha,"Thu, Feb 25, 2016",,Oral Roberts,Nebraska-Omaha,nebraska-omaha,W,oral-roberts
nebraska,"Sat, Nov 14, 2015",,Mississippi Valley State,Nebraska,nebraska,W,mississippi-valley-state
nebraska,"Tue, Nov 17, 2015",@,Villanova (11),Nebraska,nebraska,L,villanova
nebraska,"Thu, Nov 19, 2015",,Delaware State,Nebraska,nebraska,W,delaware-state
nebraska,"Sun, Nov 22, 2015",,Southeastern Louisiana,Nebraska,nebraska,W,southeastern-louisiana
nebraska,"Tue, Nov 24, 2015",,Arkansas-Pine Bluff,Nebraska,nebraska,W,arkansas-pine-bluff
nebraska,"Tue, Dec 1, 2015",,Miami (FL) (21),Nebraska,nebraska,L,miami-fl
nebraska,"Sat, Dec 5, 2015",,Abilene Christian,Nebraska,nebraska,W,abilene-christian
nebraska,"Wed, Dec 9, 2015",@,Creighton,Nebraska,nebraska,L,creighton
nebraska,"Sun, Dec 13, 2015",,Rhode Island,Nebraska,nebraska,W,rhode-island
nebraska,"Sun, Dec 20, 2015",,Samford,Nebraska,nebraska,L,samford
nebraska,"Tue, Dec 22, 2015",,Prairie View,Nebraska,nebraska,W,prairie-view
nebraska,"Wed, Dec 30, 2015",,Northwestern,Nebraska,nebraska,L,northwestern
nebraska,"Sat, Jan 2, 2016",,Indiana,Nebraska,nebraska,L,indiana
nebraska,"Tue, Jan 5, 2016",@,Iowa (19),Nebraska,nebraska,L,iowa
nebraska,"Sat, Jan 9, 2016",@,Rutgers,Nebraska,nebraska,W,rutgers
nebraska,"Tue, Jan 12, 2016",,Minnesota,Nebraska,nebraska,W,minnesota
nebraska,"Sat, Jan 16, 2016",@,Illinois,Nebraska,nebraska,W,illinois
nebraska,"Wed, Jan 20, 2016",@,Michigan State (11),Nebraska,nebraska,W,michigan-state
nebraska,"Sat, Jan 23, 2016",,Michigan,Nebraska,nebraska,L,michigan
nebraska,"Sat, Jan 30, 2016",@,Purdue (21),Nebraska,nebraska,L,purdue
nebraska,"Wed, Feb 3, 2016",,Maryland (4),Nebraska,nebraska,L,maryland
nebraska,"Sat, Feb 6, 2016",,Rutgers,Nebraska,nebraska,W,rutgers
nebraska,"Wed, Feb 10, 2016",@,Wisconsin,Nebraska,nebraska,L,wisconsin
nebraska,"Sat, Feb 13, 2016",,Penn State,Nebraska,nebraska,W,penn-state
nebraska,"Wed, Feb 17, 2016",@,Indiana (22),Nebraska,nebraska,L,indiana
nebraska,"Sat, Feb 20, 2016",,Ohio State,Nebraska,nebraska,L,ohio-state
nebraska,"Thu, Feb 25, 2016",@,Penn State,Nebraska,nebraska,L,penn-state
nebraska,"Tue, Mar 1, 2016",,Purdue (15),Nebraska,nebraska,L,purdue
nebraska,"Sun, Mar 6, 2016",@,Northwestern,Nebraska,nebraska,L,northwestern
nevada-las-vegas,"Fri, Nov 13, 2015",,Cal Poly,Nevada-Las Vegas,nevada-las-vegas,W,cal-poly
nevada-las-vegas,"Mon, Nov 16, 2015",,New Mexico Highlands,Nevada-Las Vegas,nevada-las-vegas,W,new-mexico-highlands
nevada-las-vegas,"Wed, Nov 18, 2015",,Southern Utah,Nevada-Las Vegas,nevada-las-vegas,W,southern-utah
nevada-las-vegas,"Sat, Nov 28, 2015",,Prairie View,Nevada-Las Vegas,nevada-las-vegas,W,prairie-view
nevada-las-vegas,"Wed, Dec 9, 2015",@,Wichita State,Nevada-Las Vegas,nevada-las-vegas,L,wichita-state
nevada-las-vegas,"Sat, Dec 12, 2015",@,UC-Riverside,Nevada-Las Vegas,nevada-las-vegas,W,california-riverside
nevada-las-vegas,"Wed, Dec 16, 2015",,Arizona State,Nevada-Las Vegas,nevada-las-vegas,L,arizona-state
nevada-las-vegas,"Sat, Dec 19, 2015",@,Arizona (13),Nevada-Las Vegas,nevada-las-vegas,L,arizona
nevada-las-vegas,"Tue, Dec 22, 2015",,South Dakota,Nevada-Las Vegas,nevada-las-vegas,W,south-dakota
nevada-las-vegas,"Wed, Dec 30, 2015",,Fresno State,Nevada-Las Vegas,nevada-las-vegas,L,fresno-state
nevada-las-vegas,"Wed, Jan 6, 2016",@,Colorado State,Nevada-Las Vegas,nevada-las-vegas,L,colorado-state
nevada-las-vegas,"Sat, Jan 9, 2016",@,Wyoming,Nevada-Las Vegas,nevada-las-vegas,L,wyoming
nevada-las-vegas,"Tue, Jan 12, 2016",,New Mexico,Nevada-Las Vegas,nevada-las-vegas,W,new-mexico
nevada-las-vegas,"Sat, Jan 16, 2016",,Air Force,Nevada-Las Vegas,nevada-las-vegas,W,air-force
nevada-las-vegas,"Tue, Jan 19, 2016",@,Utah State,Nevada-Las Vegas,nevada-las-vegas,W,utah-state
nevada-las-vegas,"Sat, Jan 23, 2016",@,Nevada,Nevada-Las Vegas,nevada-las-vegas,L,nevada
nevada-las-vegas,"Wed, Jan 27, 2016",,Boise State,Nevada-Las Vegas,nevada-las-vegas,W,boise-state
nevada-las-vegas,"Sat, Jan 30, 2016",,San Diego State,Nevada-Las Vegas,nevada-las-vegas,L,san-diego-state
nevada-las-vegas,"Tue, Feb 2, 2016",@,New Mexico,Nevada-Las Vegas,nevada-las-vegas,L,new-mexico
nevada-las-vegas,"Sat, Feb 6, 2016",@,Fresno State,Nevada-Las Vegas,nevada-las-vegas,L,fresno-state
nevada-las-vegas,"Wed, Feb 10, 2016",,San Jose State,Nevada-Las Vegas,nevada-las-vegas,W,san-jose-state
nevada-las-vegas,"Sat, Feb 13, 2016",,Colorado State,Nevada-Las Vegas,nevada-las-vegas,W,colorado-state
nevada-las-vegas,"Tue, Feb 16, 2016",@,Air Force,Nevada-Las Vegas,nevada-las-vegas,L,air-force
nevada-las-vegas,"Sat, Feb 20, 2016",,Nevada,Nevada-Las Vegas,nevada-las-vegas,W,nevada
nevada-las-vegas,"Tue, Feb 23, 2016",@,Boise State,Nevada-Las Vegas,nevada-las-vegas,L,boise-state
nevada-las-vegas,"Sat, Feb 27, 2016",,Wyoming,Nevada-Las Vegas,nevada-las-vegas,W,wyoming
nevada-las-vegas,"Sat, Mar 5, 2016",@,San Diego State,Nevada-Las Vegas,nevada-las-vegas,L,san-diego-state
nevada,"Mon, Nov 16, 2015",@,Hawaii,Nevada,nevada,L,hawaii
nevada,"Sat, Nov 21, 2015",@,Pacific,Nevada,nevada,W,pacific
nevada,"Wed, Nov 25, 2015",,Portland State,Nevada,nevada,W,portland-state
nevada,"Sat, Nov 28, 2015",@,Cal State Fullerton,Nevada,nevada,L,cal-state-fullerton
nevada,"Mon, Nov 30, 2015",,Holy Names,Nevada,nevada,W,holy-names
nevada,"Sat, Dec 5, 2015",@,Oregon State,Nevada,nevada,L,oregon-state
nevada,"Wed, Dec 9, 2015",,Fresno Pacific,Nevada,nevada,W,fresno-pacific
nevada,"Sat, Dec 12, 2015",,Drake,Nevada,nevada,W,drake
nevada,"Fri, Dec 18, 2015",,Santa Clara,Nevada,nevada,W,santa-clara
nevada,"Tue, Dec 22, 2015",@,Wichita State,Nevada,nevada,L,wichita-state
nevada,"Wed, Dec 30, 2015",@,New Mexico,Nevada,nevada,L,new-mexico
nevada,"Sat, Jan 2, 2016",,Wyoming,Nevada,nevada,W,wyoming
nevada,"Wed, Jan 6, 2016",@,Fresno State,Nevada,nevada,L,fresno-state
nevada,"Sat, Jan 9, 2016",@,Air Force,Nevada,nevada,W,air-force
nevada,"Wed, Jan 13, 2016",,Boise State,Nevada,nevada,L,boise-state
nevada,"Wed, Jan 20, 2016",@,Wyoming,Nevada,nevada,W,wyoming
nevada,"Sat, Jan 23, 2016",,Nevada-Las Vegas,Nevada,nevada,W,nevada-las-vegas
nevada,"Tue, Jan 26, 2016",,San Diego State,Nevada,nevada,L,san-diego-state
nevada,"Sat, Jan 30, 2016",@,Utah State,Nevada,nevada,W,utah-state
nevada,"Sat, Feb 6, 2016",@,Colorado State,Nevada,nevada,L,colorado-state
nevada,"Wed, Feb 10, 2016",,Air Force,Nevada,nevada,W,air-force
nevada,"Sat, Feb 13, 2016",,Fresno State,Nevada,nevada,W,fresno-state
nevada,"Wed, Feb 17, 2016",@,San Jose State,Nevada,nevada,W,san-jose-state
nevada,"Sat, Feb 20, 2016",@,Nevada-Las Vegas,Nevada,nevada,L,nevada-las-vegas
nevada,"Wed, Feb 24, 2016",,Utah State,Nevada,nevada,W,utah-state
nevada,"Sun, Feb 28, 2016",,Colorado State,Nevada,nevada,W,colorado-state
nevada,"Wed, Mar 2, 2016",@,Boise State,Nevada,nevada,L,boise-state
nevada,"Sat, Mar 5, 2016",,New Mexico,Nevada,nevada,L,new-mexico
new-hampshire,"Fri, Nov 13, 2015",,Lyndon State,New Hampshire,new-hampshire,W,lyndon-state
new-hampshire,"Tue, Nov 17, 2015",@,Connecticut (19),New Hampshire,new-hampshire,L,connecticut
new-hampshire,"Thu, Nov 19, 2015",@,Holy Cross,New Hampshire,new-hampshire,W,holy-cross
new-hampshire,"Tue, Nov 24, 2015",@,Brown,New Hampshire,new-hampshire,W,brown
new-hampshire,"Sat, Nov 28, 2015",,American,New Hampshire,new-hampshire,L,american
new-hampshire,"Mon, Nov 30, 2015",,Bryant,New Hampshire,new-hampshire,W,bryant
new-hampshire,"Thu, Dec 3, 2015",@,Abilene Christian,New Hampshire,new-hampshire,W,abilene-christian
new-hampshire,"Sat, Dec 5, 2015",@,Southern Methodist (22),New Hampshire,new-hampshire,L,southern-methodist
new-hampshire,"Tue, Dec 8, 2015",,Worcester State,New Hampshire,new-hampshire,W,worcester-state
new-hampshire,"Sun, Dec 13, 2015",@,Colgate,New Hampshire,new-hampshire,L,colgate
new-hampshire,"Sat, Dec 19, 2015",,Dartmouth,New Hampshire,new-hampshire,W,dartmouth
new-hampshire,"Mon, Dec 21, 2015",@,Boston University,New Hampshire,new-hampshire,L,boston-university
new-hampshire,"Wed, Dec 30, 2015",@,Boston College,New Hampshire,new-hampshire,L,boston-college
new-hampshire,"Sat, Jan 9, 2016",,Binghamton,New Hampshire,new-hampshire,W,binghamton
new-hampshire,"Tue, Jan 12, 2016",@,Albany (NY),New Hampshire,new-hampshire,L,albany-ny
new-hampshire,"Sat, Jan 16, 2016",,Stony Brook,New Hampshire,new-hampshire,L,stony-brook
new-hampshire,"Mon, Jan 18, 2016",@,Maine,New Hampshire,new-hampshire,W,maine
new-hampshire,"Thu, Jan 21, 2016",@,Massachusetts-Lowell,New Hampshire,new-hampshire,W,massachusetts-lowell
new-hampshire,"Sun, Jan 24, 2016",,Hartford,New Hampshire,new-hampshire,W,hartford
new-hampshire,"Wed, Jan 27, 2016",,Vermont,New Hampshire,new-hampshire,L,vermont
new-hampshire,"Sat, Jan 30, 2016",@,Maryland-Baltimore County,New Hampshire,new-hampshire,W,maryland-baltimore-county
new-hampshire,"Sat, Feb 6, 2016",@,Binghamton,New Hampshire,new-hampshire,W,binghamton
new-hampshire,"Mon, Feb 8, 2016",,Maine,New Hampshire,new-hampshire,W,maine
new-hampshire,"Thu, Feb 11, 2016",,Albany (NY),New Hampshire,new-hampshire,W,albany-ny
new-hampshire,"Sun, Feb 14, 2016",@,Stony Brook,New Hampshire,new-hampshire,L,stony-brook
new-hampshire,"Wed, Feb 17, 2016",,Massachusetts-Lowell,New Hampshire,new-hampshire,W,massachusetts-lowell
new-hampshire,"Sat, Feb 20, 2016",@,Hartford,New Hampshire,new-hampshire,W,hartford
new-hampshire,"Wed, Feb 24, 2016",@,Vermont,New Hampshire,new-hampshire,L,vermont
new-hampshire,"Sat, Feb 27, 2016",,Maryland-Baltimore County,New Hampshire,new-hampshire,W,maryland-baltimore-county
new-hampshire,"Wed, Mar 2, 2016",,Binghamton,New Hampshire,new-hampshire,W,binghamton
new-hampshire,"Mon, Mar 7, 2016",@,Vermont,New Hampshire,new-hampshire,L,vermont
new-mexico-state,"Fri, Nov 13, 2015",,Houston Baptist,New Mexico State,new-mexico-state,W,houston-baptist
new-mexico-state,"Sun, Nov 15, 2015",,New Mexico,New Mexico State,new-mexico-state,L,new-mexico
new-mexico-state,"Wed, Nov 18, 2015",,Tennessee Tech,New Mexico State,new-mexico-state,W,tennessee-tech
new-mexico-state,"Sat, Nov 21, 2015",,Mississippi Valley State,New Mexico State,new-mexico-state,W,mississippi-valley-state
new-mexico-state,"Tue, Nov 24, 2015",,Robert Morris,New Mexico State,new-mexico-state,W,robert-morris
new-mexico-state,"Sat, Nov 28, 2015",@,Air Force,New Mexico State,new-mexico-state,L,air-force
new-mexico-state,"Wed, Dec 2, 2015",,Texas-El Paso,New Mexico State,new-mexico-state,W,texas-el-paso
new-mexico-state,"Sat, Dec 5, 2015",@,Long Beach State,New Mexico State,new-mexico-state,L,long-beach-state
new-mexico-state,"Sun, Dec 13, 2015",,Wyoming,New Mexico State,new-mexico-state,L,wyoming
new-mexico-state,"Wed, Dec 16, 2015",@,New Mexico,New Mexico State,new-mexico-state,L,new-mexico
new-mexico-state,"Sat, Dec 19, 2015",@,Texas-El Paso,New Mexico State,new-mexico-state,W,texas-el-paso
new-mexico-state,"Mon, Dec 21, 2015",,Oral Roberts,New Mexico State,new-mexico-state,W,oral-roberts
new-mexico-state,"Wed, Dec 23, 2015",@,Baylor (23),New Mexico State,new-mexico-state,L,baylor
new-mexico-state,"Wed, Dec 30, 2015",,Arizona Christian,New Mexico State,new-mexico-state,W,arizona-christian
new-mexico-state,"Sat, Jan 2, 2016",@,UC-Irvine,New Mexico State,new-mexico-state,L,california-irvine
new-mexico-state,"Thu, Jan 7, 2016",@,Utah Valley,New Mexico State,new-mexico-state,W,utah-valley
new-mexico-state,"Sat, Jan 9, 2016",@,Grand Canyon,New Mexico State,new-mexico-state,L,grand-canyon
new-mexico-state,"Thu, Jan 14, 2016",,Missouri-Kansas City,New Mexico State,new-mexico-state,W,missouri-kansas-city
new-mexico-state,"Sat, Jan 16, 2016",,Chicago State,New Mexico State,new-mexico-state,W,chicago-state
new-mexico-state,"Thu, Jan 21, 2016",@,Seattle,New Mexico State,new-mexico-state,W,seattle
new-mexico-state,"Sat, Jan 23, 2016",@,Cal State Bakersfield,New Mexico State,new-mexico-state,W,cal-state-bakersfield
new-mexico-state,"Sat, Jan 30, 2016",,Texas-Rio Grande Valley,New Mexico State,new-mexico-state,W,texas-pan-american
new-mexico-state,"Thu, Feb 4, 2016",,Grand Canyon,New Mexico State,new-mexico-state,W,grand-canyon
new-mexico-state,"Sat, Feb 6, 2016",,Utah Valley,New Mexico State,new-mexico-state,W,utah-valley
new-mexico-state,"Mon, Feb 8, 2016",,Northern New Mexico,New Mexico State,new-mexico-state,W,northern-new-mexico
new-mexico-state,"Sat, Feb 13, 2016",@,Chicago State,New Mexico State,new-mexico-state,W,chicago-state
new-mexico-state,"Mon, Feb 15, 2016",@,Wichita State,New Mexico State,new-mexico-state,L,wichita-state
new-mexico-state,"Thu, Feb 18, 2016",,Cal State Bakersfield,New Mexico State,new-mexico-state,W,cal-state-bakersfield
new-mexico-state,"Sat, Feb 20, 2016",,Seattle,New Mexico State,new-mexico-state,W,seattle
new-mexico-state,"Sat, Feb 27, 2016",@,Missouri-Kansas City,New Mexico State,new-mexico-state,W,missouri-kansas-city
new-mexico-state,"Sat, Mar 5, 2016",@,Texas-Rio Grande Valley,New Mexico State,new-mexico-state,W,texas-pan-american
new-mexico,"Fri, Nov 13, 2015",,Texas Southern,New Mexico,new-mexico,W,texas-southern
new-mexico,"Sun, Nov 15, 2015",@,New Mexico State,New Mexico,new-mexico,W,new-mexico-state
new-mexico,"Wed, Nov 18, 2015",,Loyola (IL),New Mexico,new-mexico,W,loyola-il
new-mexico,"Sat, Nov 21, 2015",@,Southern California,New Mexico,new-mexico,L,southern-california
new-mexico,"Wed, Nov 25, 2015",,Nicholls State,New Mexico,new-mexico,W,nicholls-state
new-mexico,"Tue, Dec 1, 2015",,Oral Roberts,New Mexico,new-mexico,W,oral-roberts
new-mexico,"Sat, Dec 5, 2015",@,Purdue (11),New Mexico,new-mexico,L,purdue
new-mexico,"Sat, Dec 12, 2015",,Northern Iowa,New Mexico,new-mexico,W,northern-iowa
new-mexico,"Wed, Dec 16, 2015",,New Mexico State,New Mexico,new-mexico,W,new-mexico-state
new-mexico,"Sat, Dec 19, 2015",,Rice,New Mexico,new-mexico,L,rice
new-mexico,"Wed, Dec 30, 2015",,Nevada,New Mexico,new-mexico,W,nevada
new-mexico,"Sat, Jan 2, 2016",@,Fresno State,New Mexico,new-mexico,W,fresno-state
new-mexico,"Sat, Jan 9, 2016",,Utah State,New Mexico,new-mexico,W,utah-state
new-mexico,"Tue, Jan 12, 2016",@,Nevada-Las Vegas,New Mexico,new-mexico,L,nevada-las-vegas
new-mexico,"Sat, Jan 16, 2016",,Wyoming,New Mexico,new-mexico,L,wyoming
new-mexico,"Sat, Jan 23, 2016",@,San Jose State,New Mexico,new-mexico,W,san-jose-state
new-mexico,"Wed, Jan 27, 2016",,Air Force,New Mexico,new-mexico,W,air-force
new-mexico,"Sat, Jan 30, 2016",@,Boise State,New Mexico,new-mexico,W,boise-state
new-mexico,"Tue, Feb 2, 2016",,Nevada-Las Vegas,New Mexico,new-mexico,W,nevada-las-vegas
new-mexico,"Sat, Feb 6, 2016",@,San Diego State,New Mexico,new-mexico,L,san-diego-state
new-mexico,"Tue, Feb 9, 2016",@,Utah State,New Mexico,new-mexico,L,utah-state
new-mexico,"Sat, Feb 13, 2016",,San Jose State,New Mexico,new-mexico,W,san-jose-state
new-mexico,"Wed, Feb 17, 2016",,Boise State,New Mexico,new-mexico,W,boise-state
new-mexico,"Sat, Feb 20, 2016",@,Air Force,New Mexico,new-mexico,L,air-force
new-mexico,"Tue, Feb 23, 2016",@,Colorado State,New Mexico,new-mexico,L,colorado-state
new-mexico,"Sat, Feb 27, 2016",,Fresno State,New Mexico,new-mexico,L,fresno-state
new-mexico,"Tue, Mar 1, 2016",,San Diego State,New Mexico,new-mexico,L,san-diego-state
new-mexico,"Sat, Mar 5, 2016",@,Nevada,New Mexico,new-mexico,W,nevada
new-orleans,"Sat, Nov 14, 2015",@,Bowling Green State,New Orleans,new-orleans,L,bowling-green-state
