"Team_ID","Date","Network","Type","Var.5","Opponent","Conf","Var.8"
"abilene-christian","Fri, Nov 13, 2015","","REG","","University of the Southwest","","W"
"abilene-christian","Tue, Nov 17, 2015","","REG","","Howard Payne","","W"
"abilene-christian","Sun, Nov 22, 2015","","REG","@","Portland","WCC","L"
"abilene-christian","Tue, Nov 24, 2015","","REG","@","Colorado State","MWC","L"
"abilene-christian","Fri, Nov 27, 2015","","REG","N","Florida A&M","MEAC","W"
"abilene-christian","Sat, Nov 28, 2015","","REG","N","Oakland","Horizon","L"
"abilene-christian","Thu, Dec 3, 2015","","REG","","New Hampshire","AEC","L"
"abilene-christian","Sat, Dec 5, 2015","","REG","@","Nebraska","Big Ten","L"
"abilene-christian","Sat, Dec 12, 2015","","REG","","Schreiner","","W"
"abilene-christian","Fri, Dec 18, 2015","","REG","","UC-Riverside","Big West","L"
"abilene-christian","Sun, Dec 20, 2015","","REG","@","Texas Christian","Big 12","L"
"abilene-christian","Tue, Dec 22, 2015","","REG","@","Drake","MVC","L"
"abilene-christian","Wed, Dec 30, 2015","","REG","","Hillsdale","","W"
"abilene-christian","Sat, Jan 2, 2016","","REG","@","Central Arkansas","Southland","W"
"abilene-christian","Sat, Jan 9, 2016","","REG","@","Nicholls State","Southland","L"
"abilene-christian","Tue, Jan 12, 2016","","REG","","Northwestern State","Southland","W"
"abilene-christian","Sat, Jan 16, 2016","","REG","@","Stephen F. Austin","Southland","L"
"abilene-christian","Tue, Jan 19, 2016","","REG","","McNeese State","Southland","W"
"abilene-christian","Sat, Jan 23, 2016","","REG","@","Incarnate Word","Southland","L"
"abilene-christian","Mon, Jan 25, 2016","","REG","@","Sam Houston State","Southland","L"
"abilene-christian","Sat, Jan 30, 2016","","REG","","Lamar","Southland","W"
"abilene-christian","Tue, Feb 2, 2016","","REG","","Houston Baptist","Southland","W"
"abilene-christian","Sat, Feb 6, 2016","","REG","@","Southeastern Louisiana","Southland","L"
"abilene-christian","Mon, Feb 8, 2016","","REG","@","Lamar","Southland","W"
"abilene-christian","Mon, Feb 15, 2016","","REG","","Sam Houston State","Southland","L"
"abilene-christian","Thu, Feb 18, 2016","","REG","@","Houston Baptist","Southland","L"
"abilene-christian","Sun, Feb 21, 2016","","REG","","Southeastern Louisiana","Southland","W"
"abilene-christian","Tue, Feb 23, 2016","","REG","@","Texas A&M-Corpus Christi","Southland","L"
"abilene-christian","Sat, Feb 27, 2016","","REG","","New Orleans","Southland","W"
"abilene-christian","Thu, Mar 3, 2016","","REG","","Incarnate Word","Southland","L"
"abilene-christian","Sat, Mar 5, 2016","","REG","","Texas A&M-Corpus Christi","Southland","L"
"air-force","Fri, Nov 13, 2015","","REG","@","Southern Illinois","MVC","L"
"air-force","Mon, Nov 16, 2015","","REG","","Tennessee Tech","OVC","W"
"air-force","Thu, Nov 19, 2015","","REG","","Mississippi Valley State","SWAC","W"
"air-force","Sun, Nov 22, 2015","","REG","","Robert Morris","NEC","W"
"air-force","Wed, Nov 25, 2015","","REG","@","Colorado","Pac-12","L"
"air-force","Sat, Nov 28, 2015","","REG","","New Mexico State","WAC","W"
"air-force","Wed, Dec 2, 2015","","REG","","Citadel","Southern","W"
"air-force","Sat, Dec 5, 2015","","REG","@","Denver","Summit","W"
"air-force","Tue, Dec 8, 2015","","REG","@","Ohio State","Big Ten","L"
"air-force","Sat, Dec 12, 2015","","REG","","Army","Patriot","L"
"air-force","Sat, Dec 19, 2015","","REG","@","UC-Davis","Big West","W"
"air-force","Tue, Dec 22, 2015","","REG","","Johnson & Wales","","W"
"air-force","Tue, Dec 29, 2015","","REG","","Western State","","W"
"air-force","Sat, Jan 2, 2016","","REG","","San Jose State","MWC","W"
"air-force","Wed, Jan 6, 2016","","REG","@","Wyoming","MWC","L"
"air-force","Sat, Jan 9, 2016","","REG","","Nevada","MWC","L"
"air-force","Tue, Jan 12, 2016","","REG","@","Utah State","MWC","L"
"air-force","Sat, Jan 16, 2016","","REG","@","Nevada-Las Vegas","MWC","L"
"air-force","Wed, Jan 20, 2016","","REG","","Colorado State","MWC","L"
"air-force","Sat, Jan 23, 2016","","REG","","Fresno State","MWC","L"
"air-force","Wed, Jan 27, 2016","","REG","@","New Mexico","MWC","L"
"air-force","Sat, Jan 30, 2016","","REG","@","San Jose State","MWC","L"
"air-force","Tue, Feb 2, 2016","","REG","","Wyoming","MWC","W"
"air-force","Sat, Feb 6, 2016","","REG","","Boise State","MWC","W"
"air-force","Wed, Feb 10, 2016","","REG","@","Nevada","MWC","L"
"air-force","Sat, Feb 13, 2016","","REG","@","San Diego State","MWC","L"
"air-force","Tue, Feb 16, 2016","","REG","","Nevada-Las Vegas","MWC","W"
"air-force","Sat, Feb 20, 2016","","REG","","New Mexico","MWC","W"
"air-force","Wed, Feb 24, 2016","","REG","@","Fresno State","MWC","L"
"air-force","Tue, Mar 1, 2016","","REG","","Utah State","MWC","L"
"air-force","Sat, Mar 5, 2016","","REG","@","Colorado State","MWC","L"
"air-force","Date","Network","Type","","Opponent","Conf",""
"air-force","Wed, Mar 9, 2016","","CTOURN","@","Nevada-Las Vegas","MWC","L"
"akron","Sat, Nov 14, 2015","","REG","N","Cleveland State","Horizon","W"
"akron","Mon, Nov 16, 2015","","REG","","Hiram","","W"
"akron","Wed, Nov 18, 2015","","REG","@","Arkansas","SEC","W"
"akron","Sun, Nov 22, 2015","","REG","@","Villanova (11)","Big East","L"
"akron","Tue, Nov 24, 2015","","REG","@","Green Bay","Horizon","L"
"akron","Fri, Nov 27, 2015","","REG","","Charleston Southern","Big South","W"
"akron","Wed, Dec 2, 2015","","REG","","Coppin State","MEAC","W"
"akron","Fri, Dec 4, 2015","","REG","@","Marshall","CUSA","W"
"akron","Sat, Dec 12, 2015","","REG","","Bethune-Cookman","MEAC","W"
"akron","Mon, Dec 21, 2015","","REG","N","UC-Santa Barbara","Big West","W"
"akron","Wed, Dec 23, 2015","","REG","N","Iona","MAAC","W"
"akron","Wed, Dec 30, 2015","","REG","","South Carolina State","MEAC","W"
"akron","Sat, Jan 2, 2016","","REG","","Lipscomb","A-Sun","W"
"akron","Tue, Jan 5, 2016","","REG","@","Buffalo","MAC","W"
"akron","Fri, Jan 8, 2016","","REG","","Western Michigan","MAC","W"
"akron","Tue, Jan 12, 2016","","REG","@","Central Michigan","MAC","L"
"akron","Fri, Jan 15, 2016","","REG","@","Toledo","MAC","L"
"akron","Tue, Jan 19, 2016","","REG","","Eastern Michigan","MAC","W"
"akron","Sat, Jan 23, 2016","","REG","","Miami (OH)","MAC","W"
"akron","Tue, Jan 26, 2016","","REG","","Northern Illinois","MAC","W"
"akron","Sat, Jan 30, 2016","","REG","@","Ball State","MAC","W"
"akron","Tue, Feb 2, 2016","","REG","@","Ohio","MAC","W"
"akron","Fri, Feb 5, 2016","","REG","","Central Michigan","MAC","W"
"akron","Tue, Feb 9, 2016","","REG","@","Bowling Green State","MAC","W"
"akron","Sat, Feb 13, 2016","","REG","@","Northern Illinois","MAC","L"
"akron","Tue, Feb 16, 2016","","REG","","Buffalo","MAC","W"
"akron","Fri, Feb 19, 2016","","REG","@","Kent State","MAC","L"
"akron","Tue, Feb 23, 2016","","REG","@","Miami (OH)","MAC","L"
"akron","Fri, Feb 26, 2016","","REG","","Bowling Green State","MAC","W"
"akron","Tue, Mar 1, 2016","","REG","","Ohio","MAC","W"
"akron","Fri, Mar 4, 2016","","REG","","Kent State","MAC","W"
"akron","Date","Network","Type","","Opponent","Conf",""
"akron","Thu, Mar 10, 2016","","CTOURN","N","Eastern Michigan","MAC","W"
"akron","Fri, Mar 11, 2016","","CTOURN","N","Bowling Green State","MAC","W"
"akron","Sat, Mar 12, 2016","","CTOURN","N","Buffalo","MAC","L"
"alabama-am","Fri, Nov 13, 2015","","REG","@","Tulane","AAC","W"
"alabama-am","Thu, Nov 19, 2015","","REG","","Southeast Missouri State","OVC","W"
"alabama-am","Sat, Nov 21, 2015","","REG","","Oakwood","","W"
"alabama-am","Tue, Nov 24, 2015","","REG","@","Jacksonville State","OVC","W"
"alabama-am","Sat, Nov 28, 2015","","REG","@","Murray State","OVC","L"
"alabama-am","Sat, Dec 12, 2015","","REG","@","Saint Louis","A-10","L"
"alabama-am","Wed, Dec 16, 2015","","REG","@","Western Kentucky","CUSA","L"
"alabama-am","Tue, Dec 22, 2015","","REG","@","Evansville","MVC","L"
"alabama-am","Tue, Dec 29, 2015","","REG","@","Ball State","MAC","L"
"alabama-am","Sat, Jan 2, 2016","","REG","@","Grambling","SWAC","L"
"alabama-am","Mon, Jan 4, 2016","","REG","@","Jackson State","SWAC","L"
"alabama-am","Sat, Jan 9, 2016","","REG","","Arkansas-Pine Bluff","SWAC","W"
"alabama-am","Mon, Jan 11, 2016","","REG","","Mississippi Valley State","SWAC","L"
"alabama-am","Sat, Jan 16, 2016","","REG","@","Alabama State","SWAC","W"
"alabama-am","Sat, Jan 23, 2016","","REG","@","Alcorn State","SWAC","L"
"alabama-am","Mon, Jan 25, 2016","","REG","@","Southern","SWAC","L"
"alabama-am","Sat, Jan 30, 2016","","REG","","Prairie View","SWAC","W"
"alabama-am","Mon, Feb 1, 2016","","REG","","Texas Southern","SWAC","L"
"alabama-am","Sat, Feb 6, 2016","","REG","@","Arkansas-Pine Bluff","SWAC","W"
"alabama-am","Mon, Feb 8, 2016","","REG","@","Mississippi Valley State","SWAC","L"
"alabama-am","Sat, Feb 13, 2016","","REG","","Alabama State","SWAC","L"
"alabama-am","Sat, Feb 20, 2016","","REG","","Alcorn State","SWAC","L"
"alabama-am","Mon, Feb 22, 2016","","REG","","Southern","SWAC","W"
"alabama-am","Sat, Feb 27, 2016","","REG","@","Texas Southern","SWAC","L"
"alabama-am","Mon, Feb 29, 2016","","REG","@","Prairie View","SWAC","L"
"alabama-am","Thu, Mar 3, 2016","","REG","","Grambling","SWAC","L"
"alabama-am","Sat, Mar 5, 2016","","REG","","Jackson State","SWAC","W"
"alabama-am","Date","Network","Type","","Opponent","Conf",""
"alabama-am","Tue, Mar 8, 2016","","CTOURN","N","Arkansas-Pine Bluff","SWAC","W"
"alabama-am","Wed, Mar 9, 2016","","CTOURN","N","Texas Southern","SWAC","L"
"alabama-birmingham","Fri, Nov 13, 2015","","REG","@","Auburn","SEC","L"
"alabama-birmingham","Mon, Nov 16, 2015","","REG","","Alabama State","SWAC","W"
"alabama-birmingham","Thu, Nov 19, 2015","","REG","@","Troy","Sun Belt","W"
"alabama-birmingham","Sun, Nov 22, 2015","","REG","","Jacksonville State","OVC","W"
"alabama-birmingham","Fri, Nov 27, 2015","","REG","N","Illinois","Big Ten","L"
"alabama-birmingham","Sat, Nov 28, 2015","","REG","N","Virginia Tech","ACC","L"
"alabama-birmingham","Tue, Dec 1, 2015","","REG","","Georgia State","Sun Belt","W"
"alabama-birmingham","Sat, Dec 5, 2015","","REG","@","Illinois State","MVC","W"
"alabama-birmingham","Sun, Dec 13, 2015","","REG","","Seattle","WAC","W"
"alabama-birmingham","Wed, Dec 16, 2015","","REG","","South Carolina Upstate","A-Sun","W"
"alabama-birmingham","Sat, Dec 19, 2015","","REG","@","South Florida","AAC","W"
"alabama-birmingham","Tue, Dec 22, 2015","","REG","","Hiwassee","","W"
"alabama-birmingham","Tue, Dec 29, 2015","","REG","","Stephen F. Austin","Southland","W"
"alabama-birmingham","Sun, Jan 3, 2016","","REG","","Middle Tennessee","CUSA","W"
"alabama-birmingham","Thu, Jan 7, 2016","","REG","","Texas-San Antonio","CUSA","W"
"alabama-birmingham","Sat, Jan 9, 2016","","REG","","Texas-El Paso","CUSA","W"
"alabama-birmingham","Thu, Jan 14, 2016","","REG","@","Old Dominion","CUSA","W"
"alabama-birmingham","Sat, Jan 16, 2016","","REG","@","Charlotte","CUSA","W"
"alabama-birmingham","Thu, Jan 21, 2016","","REG","","Rice","CUSA","W"
"alabama-birmingham","Sat, Jan 23, 2016","","REG","","North Texas","CUSA","W"
"alabama-birmingham","Thu, Jan 28, 2016","","REG","@","Western Kentucky","CUSA","L"
"alabama-birmingham","Sat, Jan 30, 2016","","REG","@","Marshall","CUSA","W"
"alabama-birmingham","Thu, Feb 4, 2016","","REG","","Florida International","CUSA","W"
"alabama-birmingham","Sat, Feb 6, 2016","","REG","","Florida Atlantic","CUSA","W"
"alabama-birmingham","Thu, Feb 11, 2016","","REG","@","Southern Mississippi","CUSA","W"
"alabama-birmingham","Sat, Feb 13, 2016","","REG","@","Louisiana Tech","CUSA","L"
"alabama-birmingham","Sun, Feb 21, 2016","","REG","@","Middle Tennessee","CUSA","W"
"alabama-birmingham","Thu, Feb 25, 2016","","REG","","Marshall","CUSA","W"
"alabama-birmingham","Sat, Feb 27, 2016","","REG","","Western Kentucky","CUSA","W"
"alabama-birmingham","Thu, Mar 3, 2016","","REG","@","Florida International","CUSA","W"
"alabama-birmingham","Sat, Mar 5, 2016","","REG","@","Florida Atlantic","CUSA","W"
"alabama-birmingham","Date","Network","Type","","Opponent","Conf",""
"alabama-birmingham","Thu, Mar 10, 2016","","CTOURN","N","Western Kentucky","CUSA","L"
"alabama-state","Sat, Nov 14, 2015","","REG","@","Virginia Tech","ACC","W"
"alabama-state","Mon, Nov 16, 2015","","REG","@","Alabama-Birmingham","CUSA","L"
"alabama-state","Thu, Nov 19, 2015","","REG","@","Mercer","Southern","L"
"alabama-state","Fri, Nov 27, 2015","","REG","N","Chattanooga","Southern","L"
"alabama-state","Sat, Nov 28, 2015","","REG","N","Chicago State","WAC","W"
"alabama-state","Tue, Dec 1, 2015","","REG","@","Evansville","MVC","L"
"alabama-state","Thu, Dec 3, 2015","","REG","","Auburn Montgomery","","W"
"alabama-state","Sun, Dec 13, 2015","","REG","@","Jacksonville State","OVC","W"
"alabama-state","Wed, Dec 16, 2015","","REG","@","Elon","CAA","L"
"alabama-state","Sun, Dec 20, 2015","","REG","@","Coastal Carolina","Big South","L"
"alabama-state","Tue, Dec 22, 2015","","REG","@","Winthrop","Big South","L"
"alabama-state","Wed, Dec 30, 2015","","REG","","Fort Valley State","","W"
"alabama-state","Sat, Jan 2, 2016","","REG","@","Jackson State","SWAC","L"
"alabama-state","Mon, Jan 4, 2016","","REG","@","Grambling","SWAC","L"
"alabama-state","Sat, Jan 9, 2016","","REG","","Mississippi Valley State","SWAC","W"
"alabama-state","Mon, Jan 11, 2016","","REG","","Arkansas-Pine Bluff","SWAC","L"
"alabama-state","Sat, Jan 16, 2016","","REG","","Alabama A&M","SWAC","L"
"alabama-state","Sat, Jan 23, 2016","","REG","@","Southern","SWAC","L"
"alabama-state","Mon, Jan 25, 2016","","REG","@","Alcorn State","SWAC","L"
"alabama-state","Sat, Jan 30, 2016","","REG","","Texas Southern","SWAC","L"
"alabama-state","Mon, Feb 1, 2016","","REG","","Prairie View","SWAC","W"
"alabama-state","Sat, Feb 6, 2016","","REG","@","Mississippi Valley State","SWAC","W"
"alabama-state","Mon, Feb 8, 2016","","REG","@","Arkansas-Pine Bluff","SWAC","L"
"alabama-state","Sat, Feb 13, 2016","","REG","@","Alabama A&M","SWAC","W"
"alabama-state","Sat, Feb 20, 2016","","REG","","Southern","SWAC","W"
"alabama-state","Mon, Feb 22, 2016","","REG","","Alcorn State","SWAC","W"
"alabama-state","Sat, Feb 27, 2016","","REG","@","Prairie View","SWAC","W"
"alabama-state","Mon, Feb 29, 2016","","REG","@","Texas Southern","SWAC","L"
"alabama-state","Thu, Mar 3, 2016","","REG","","Jackson State","SWAC","W"
"alabama-state","Sat, Mar 5, 2016","","REG","","Grambling","SWAC","W"
"alabama-state","Date","Network","Type","","Opponent","Conf",""
"alabama-state","Thu, Mar 10, 2016","","CTOURN","N","Southern","SWAC","L"
"alabama","Fri, Nov 13, 2015","","REG","","Kennesaw State","A-Sun","W"
"alabama","Tue, Nov 17, 2015","","REG","@","Dayton","A-10","L"
"alabama","Fri, Nov 20, 2015","","REG","","Louisiana-Lafayette","Sun Belt","W"
"alabama","Thu, Nov 26, 2015","","REG","N","Xavier (23)","Big East","L"
"alabama","Fri, Nov 27, 2015","","REG","N","Wichita State (20)","MVC","W"
"alabama","Sun, Nov 29, 2015","","REG","N","Notre Dame (17)","ACC","W"
"alabama","Fri, Dec 4, 2015","","REG","@","Southern Mississippi","CUSA","W"
"alabama","Sun, Dec 13, 2015","","REG","@","Clemson","ACC","W"
"alabama","Wed, Dec 16, 2015","","REG","","Winthrop","Big South","W"
"alabama","Mon, Dec 21, 2015","","REG","N","Oregon","Pac-12","L"
"alabama","Tue, Dec 29, 2015","","REG","","Jacksonville State","OVC","W"
"alabama","Sat, Jan 2, 2016","","REG","","Norfolk State","MEAC","W"
"alabama","Thu, Jan 7, 2016","","REG","@","Mississippi","SEC","L"
"alabama","Sat, Jan 9, 2016","","REG","","Kentucky (9)","SEC","L"
"alabama","Wed, Jan 13, 2016","","REG","","South Carolina (19)","SEC","W"
"alabama","Sat, Jan 16, 2016","","REG","@","Vanderbilt","SEC","L"
"alabama","Tue, Jan 19, 2016","","REG","@","Auburn","SEC","L"
"alabama","Sat, Jan 23, 2016","","REG","","Louisiana State","SEC","L"
"alabama","Tue, Jan 26, 2016","","REG","","Tennessee","SEC","W"
"alabama","Sat, Jan 30, 2016","","REG","@","South Carolina","SEC","L"
"alabama","Tue, Feb 2, 2016","","REG","@","Mississippi State","SEC","W"
"alabama","Sat, Feb 6, 2016","","REG","","Missouri","SEC","W"
"alabama","Wed, Feb 10, 2016","","REG","","Texas A&M (15)","SEC","W"
"alabama","Sat, Feb 13, 2016","","REG","@","Florida","SEC","W"
"alabama","Wed, Feb 17, 2016","","REG","@","Louisiana State","SEC","W"
"alabama","Sat, Feb 20, 2016","","REG","","Mississippi State","SEC","L"
"alabama","Tue, Feb 23, 2016","","REG","@","Kentucky (16)","SEC","L"
"alabama","Sat, Feb 27, 2016","","REG","","Auburn","SEC","W"
"alabama","Wed, Mar 2, 2016","","REG","","Arkansas","SEC","L"
"alabama","Sat, Mar 5, 2016","","REG","@","Georgia","SEC","L"
"alabama","Date","Network","Type","","Opponent","Conf",""
"alabama","Thu, Mar 10, 2016","","CTOURN","N","Mississippi","SEC","W"
"alabama","Fri, Mar 11, 2016","","CTOURN","N","Kentucky (16)","SEC","L"
"albany-ny","Fri, Nov 13, 2015","","REG","@","Kentucky (2)","SEC","L"
"albany-ny","Mon, Nov 16, 2015","","REG","@","Boston University","Patriot","L"
"albany-ny","Thu, Nov 19, 2015","","REG","","Colgate","Patriot","W"
"albany-ny","Sat, Nov 21, 2015","","REG","","SUNY-Oneonta","","W"
"albany-ny","Tue, Nov 24, 2015","","REG","@","South Florida","AAC","L"
"albany-ny","Fri, Nov 27, 2015","","REG","","NJIT","A-Sun","W"
"albany-ny","Sun, Nov 29, 2015","","REG","","Yale","Ivy","W"
"albany-ny","Tue, Dec 1, 2015","","REG","@","Quinnipiac","MAAC","W"
"albany-ny","Sat, Dec 5, 2015","","REG","@","Holy Cross","Patriot","W"
"albany-ny","Wed, Dec 9, 2015","","REG","@","Marist","MAAC","W"
"albany-ny","Sat, Dec 12, 2015","","REG","@","Siena","MAAC","L"
"albany-ny","Sat, Dec 19, 2015","","REG","","Saint Francis (PA)","NEC","W"
"albany-ny","Wed, Dec 23, 2015","","REG","","Niagara","MAAC","W"
"albany-ny","Tue, Dec 29, 2015","","REG","@","St. Francis (NY)","NEC","W"
"albany-ny","Sat, Jan 2, 2016","","REG","@","Cornell","Ivy","W"
"albany-ny","Wed, Jan 6, 2016","","REG","","Maryland-Baltimore County","AEC","W"
"albany-ny","Sat, Jan 9, 2016","","REG","@","Vermont","AEC","W"
"albany-ny","Tue, Jan 12, 2016","","REG","","New Hampshire","AEC","W"
"albany-ny","Fri, Jan 15, 2016","","REG","@","Maine","AEC","L"
"albany-ny","Mon, Jan 18, 2016","","REG","","Binghamton","AEC","W"
"albany-ny","Fri, Jan 22, 2016","","REG","@","Stony Brook","AEC","L"
"albany-ny","Wed, Jan 27, 2016","","REG","","Massachusetts-Lowell","AEC","W"
"albany-ny","Sat, Jan 30, 2016","","REG","@","Hartford","AEC","W"
"albany-ny","Wed, Feb 3, 2016","","REG","@","Maryland-Baltimore County","AEC","W"
"albany-ny","Sat, Feb 6, 2016","","REG","","Vermont","AEC","W"
"albany-ny","Mon, Feb 8, 2016","","REG","@","Binghamton","AEC","W"
"albany-ny","Thu, Feb 11, 2016","","REG","@","New Hampshire","AEC","L"
"albany-ny","Sun, Feb 14, 2016","","REG","","Maine","AEC","W"
"albany-ny","Wed, Feb 17, 2016","","REG","","Stony Brook","AEC","W"
"albany-ny","Wed, Feb 24, 2016","","REG","@","Massachusetts-Lowell","AEC","W"
"albany-ny","Sat, Feb 27, 2016","","REG","","Hartford","AEC","W"
"albany-ny","Wed, Mar 2, 2016","","REG","","Hartford","AEC","L"
"alcorn-state","Thu, Nov 19, 2015","","REG","@","Grand Canyon","WAC","L"
"alcorn-state","Sun, Nov 22, 2015","","REG","@","Texas-El Paso","CUSA","L"
"alcorn-state","Tue, Nov 24, 2015","","REG","@","Portland","WCC","L"
"alcorn-state","Fri, Nov 27, 2015","","REG","N","Oakland","Horizon","L"
"alcorn-state","Sat, Nov 28, 2015","","REG","N","Florida A&M","MEAC","L"
"alcorn-state","Mon, Nov 30, 2015","","REG","@","Indiana","Big Ten","L"
"alcorn-state","Sat, Dec 5, 2015","","REG","@","Mercer","Southern","L"
"alcorn-state","Mon, Dec 14, 2015","","REG","","Blue Mountain College","","W"
"alcorn-state","Sat, Dec 19, 2015","","REG","N","Tennessee State","OVC","L"
"alcorn-state","Mon, Dec 21, 2015","","REG","@","Tennessee-Martin","OVC","L"
"alcorn-state","Wed, Dec 30, 2015","","REG","","Louisiana College","","W"
"alcorn-state","Sat, Jan 2, 2016","","REG","@","Prairie View","SWAC","W"
"alcorn-state","Mon, Jan 4, 2016","","REG","@","Texas Southern","SWAC","L"
"alcorn-state","Sat, Jan 9, 2016","","REG","","Jackson State","SWAC","L"
"alcorn-state","Mon, Jan 11, 2016","","REG","","Grambling","SWAC","W"
"alcorn-state","Sat, Jan 16, 2016","","REG","@","Mississippi Valley State","SWAC","W"
"alcorn-state","Mon, Jan 18, 2016","","REG","@","Arkansas-Pine Bluff","SWAC","W"
"alcorn-state","Sat, Jan 23, 2016","","REG","","Alabama A&M","SWAC","W"
"alcorn-state","Mon, Jan 25, 2016","","REG","","Alabama State","SWAC","W"
"alcorn-state","Sat, Jan 30, 2016","","REG","@","Southern","SWAC","L"
"alcorn-state","Sat, Feb 6, 2016","","REG","@","Jackson State","SWAC","W"
"alcorn-state","Mon, Feb 8, 2016","","REG","@","Grambling","SWAC","W"
"alcorn-state","Sat, Feb 13, 2016","","REG","","Mississippi Valley State","SWAC","W"
"alcorn-state","Mon, Feb 15, 2016","","REG","","Arkansas-Pine Bluff","SWAC","W"
"alcorn-state","Sat, Feb 20, 2016","","REG","@","Alabama A&M","SWAC","W"
"alcorn-state","Mon, Feb 22, 2016","","REG","@","Alabama State","SWAC","L"
"alcorn-state","Sat, Feb 27, 2016","","REG","","Southern","SWAC","W"
"alcorn-state","Thu, Mar 3, 2016","","REG","","Prairie View","SWAC","W"
"alcorn-state","Sat, Mar 5, 2016","","REG","","Texas Southern","SWAC","L"
"alcorn-state","Date","Network","Type","","Opponent","Conf",""
"alcorn-state","Wed, Mar 9, 2016","","CTOURN","N","Mississippi Valley State","SWAC","L"
"american","Fri, Nov 13, 2015","","REG","@","Rhode Island","A-10","L"
"american","Tue, Nov 17, 2015","","REG","","Hampton","MEAC","L"
"american","Sat, Nov 21, 2015","","REG","@","Saint Francis (PA)","NEC","L"
"american","Wed, Nov 25, 2015","","REG","@","Virginia Commonwealth","A-10","L"
"american","Sat, Nov 28, 2015","","REG","@","New Hampshire","AEC","W"
"american","Tue, Dec 1, 2015","","REG","@","Mount St. Mary's","NEC","L"
"american","Fri, Dec 4, 2015","","REG","@","Youngstown State","Horizon","W"
"american","Sun, Dec 6, 2015","","REG","@","Wagner","NEC","L"
"american","Thu, Dec 17, 2015","","REG","","Stony Brook","AEC","L"
"american","Sun, Dec 20, 2015","","REG","","Maryland-Eastern Shore","MEAC","L"
"american","Tue, Dec 22, 2015","","REG","@","Louisiana State","SEC","L"
"american","Wed, Dec 30, 2015","","REG","@","Loyola (MD)","Patriot","L"
"american","Sun, Jan 3, 2016","","REG","","Colgate","Patriot","L"
"american","Wed, Jan 6, 2016","","REG","@","Bucknell","Patriot","L"
"american","Sat, Jan 9, 2016","","REG","","Lehigh","Patriot","L"
"american","Wed, Jan 13, 2016","","REG","","Boston University","Patriot","L"
"american","Sun, Jan 17, 2016","","REG","@","Army","Patriot","L"
"american","Wed, Jan 20, 2016","","REG","@","Lafayette","Patriot","W"
"american","Wed, Jan 27, 2016","","REG","@","Navy","Patriot","W"
"american","Sat, Jan 30, 2016","","REG","@","Colgate","Patriot","W"
"american","Mon, Feb 1, 2016","","REG","","Holy Cross","Patriot","W"
"american","Wed, Feb 3, 2016","","REG","","Bucknell","Patriot","W"
"american","Sat, Feb 6, 2016","","REG","@","Lehigh","Patriot","L"
"american","Wed, Feb 10, 2016","","REG","@","Boston University","Patriot","L"
"american","Sat, Feb 13, 2016","","REG","","Army","Patriot","L"
"american","Wed, Feb 17, 2016","","REG","","Lafayette","Patriot","W"
"american","Sun, Feb 21, 2016","","REG","@","Holy Cross","Patriot","W"
"american","Wed, Feb 24, 2016","","REG","","Navy","Patriot","W"
"american","Sat, Feb 27, 2016","","REG","","Loyola (MD)","Patriot","W"
"american","Thu, Mar 3, 2016","","REG","@","Boston University","Patriot","W"
"american","Sun, Mar 6, 2016","","REG","@","Lehigh","Patriot","L"
"appalachian-state","Sat, Nov 14, 2015","","REG","","Jacksonville","A-Sun","W"
"appalachian-state","Tue, Nov 17, 2015","","REG","","Furman","Southern","L"
"appalachian-state","Fri, Nov 20, 2015","","REG","@","Hampton","MEAC","L"
"appalachian-state","Sun, Nov 22, 2015","","REG","@","Tulane","AAC","L"
"appalachian-state","Thu, Nov 26, 2015","","REG","N","Liberty","Big South","W"
"appalachian-state","Fri, Nov 27, 2015","","REG","N","Mercer","Southern","L"
"appalachian-state","Sun, Nov 29, 2015","","REG","N","Stephen F. Austin","Southland","L"
"appalachian-state","Sun, Dec 6, 2015","","REG","N","Hofstra","CAA","L"
"appalachian-state","Tue, Dec 15, 2015","","REG","@","Texas","Big 12","L"
"appalachian-state","Sat, Dec 19, 2015","","REG","","Charlotte","CUSA","L"
"appalachian-state","Mon, Dec 21, 2015","","REG","@","North Carolina (7)","ACC","L"
"appalachian-state","Thu, Dec 31, 2015","","REG","@","Louisiana-Monroe","Sun Belt","L"
"appalachian-state","Sat, Jan 2, 2016","","REG","@","Louisiana-Lafayette","Sun Belt","L"
"appalachian-state","Thu, Jan 7, 2016","","REG","","Texas-Arlington","Sun Belt","L"
"appalachian-state","Sat, Jan 9, 2016","","REG","","Texas State","Sun Belt","W"
"appalachian-state","Thu, Jan 14, 2016","","REG","@","Arkansas-Little Rock","Sun Belt","L"
"appalachian-state","Sat, Jan 16, 2016","","REG","@","Arkansas State","Sun Belt","W"
"appalachian-state","Thu, Jan 21, 2016","","REG","","Georgia State","Sun Belt","W"
"appalachian-state","Mon, Jan 25, 2016","","REG","","Georgia Southern","Sun Belt","L"
"appalachian-state","Thu, Jan 28, 2016","","REG","@","Troy","Sun Belt","W"
"appalachian-state","Sat, Jan 30, 2016","","REG","@","South Alabama","Sun Belt","L"
"appalachian-state","Thu, Feb 4, 2016","","REG","","Louisiana-Lafayette","Sun Belt","L"
"appalachian-state","Sat, Feb 6, 2016","","REG","","Louisiana-Monroe","Sun Belt","L"
"appalachian-state","Thu, Feb 11, 2016","","REG","@","Texas State","Sun Belt","L"
